nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt;ena_queda_bruta;mlt_ena
SALTO OSORIO;78;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-04;463.542;84.1064;463.542;84.1064;469.927;551.1373
SALTO PILAO;215;Fio dagua;ITAJAI;SUL;S;SUL;2026-01-04;215.591;106.2697;115.037;56.7044;215.288;202.8715
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-04;675.793;82.1617;675.793;82.1617;700.209;822.5162
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-04;179.083;132.8651;179.083;132.8651;156.134;134.7856
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-04;20.065;45.4494;20.065;45.4494;17.285;44.148
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-04;48.163;63.0535;48.163;63.0535;48.578;76.3844
SANTO ANTONIO;287;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-04;4499.335;118.5891;3214.151;84.7154;3813.14;3794.0553
SAO DOMINGOS;153;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-04;23.017;50.3017;16.261;35.537;23.068;45.7579
SAO JOSE;101;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-04;108.126;340.6809;50.096;157.8413;106.383;31.7382
SAO MANOEL;230;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-04;675.763;81.69;675.763;81.69;601.883;827.2283
SAO ROQUE;88;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-04;164.661;205.3194;164.661;205.3194;169.488;80.1975
SAO SALVADOR;253;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-04;101.327;27.8669;101.327;27.8669;101.948;363.6108
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-04;813.948;32.4582;813.948;32.4582;779.498;2507.683
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-04;571.608;78.4503;571.608;78.4503;571.922;728.624
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-04;415.005;29.0102;415.005;29.0102;404.966;1430.55
SIMPLICIO;129;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-04;94.633;29.8967;94.633;29.8967;94.789;316.53285
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-04;172.239;50.4637;165.189;48.3982;141.181;341.3124
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-04;529.06;48.6009;529.06;48.6009;486.55;1088.5805
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-04;32.546;36.3439;19.651;21.9442;32.669;89.55
STA.CLARA-MG;283;Fio dagua;MUCURI;SUDESTE;SE;SUDESTE;2026-01-04;8.154;10.994;8.154;10.994;8.042;74.1675
STO ANTONIO DO JARI;286;Fio dagua;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-04;87.954;55.1424;87.954;55.1424;90.48;159.5035
SUIÇA;145;Fio dagua;SANTA MARIA VIT;SUDESTE;SE;SUDESTE;2026-01-04;19.885;47.0495;19.885;47.0495;19.664;42.264
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-04;281.123;80.3651;281.123;80.3651;274.469;349.8075
TELES PIRES;229;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-04;1481.828;81.0614;1481.828;81.0614;1497.245;1828.0318
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-04;291.378;58.9032;291.378;58.9032;294.831;494.6725
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-04;161.996;26.0737;161.996;26.0737;156.499;621.3
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;2026-01-04;3472.483;42.8411;3472.483;42.8411;3139.2;8105.5008
VOLTA GRANDE;11;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-04;190.94;36.1513;190.94;36.1513;190.248;528.1696
XINGO;178;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-04;2537.783;52.602;2537.783;52.602;2590.344;4824.4975
14 DE JULHO;99;Fio dagua;JACUI;SUL;S;SUL;2026-01-05;72.218;142.5295;72.218;142.5295;68.808;50.6688
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-05;612.077;36.9874;612.077;36.9874;732.746;1654.825
AIMORES;143;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-05;100.934;25.756;100.934;25.756;104.534;391.8856
APOLONIO SALES;173;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-05;223.858;51.2793;223.858;51.2793;23.845;436.5468
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-05;55.686;46.1778;43.254;35.8685;56.854;120.5904
B.COQUEIROS;312;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;34.975;37.6543;34.975;37.6543;36.137;92.8846
BAGUARI;141;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-05;64.775;37.5841;64.775;37.5841;65.759;172.347
BAIXO IGUACU;83;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-05;157.175;84.0232;144.782;77.3981;155.582;187.0614
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-05;113.666;134.9311;113.666;134.9311;104.502;84.24
BARIRI;38;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-05;66.999;47.6411;66.63;47.3787;67.432;140.6328
BARRA BRAUNA;185;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;25.245;55.557;25.245;55.557;25.073;45.4398
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-05;214.446;80.1692;210.2;78.5819;217.957;267.4917
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;25.645;39.2495;25.645;39.2495;23.119;65.3384
BELO MONTE;288;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-01-05;3283.994;58.658;3283.994;58.658;3270.543;5598.54
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;2026-01-05;164.161;68.2122;164.161;68.2122;157.338;240.6624
C. DOURADA;32;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;251.651;34.0282;250.03;33.809;270.276;739.5374
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;96.839;32.095;84.565;28.0271;96.185;301.726
C.BRANCO-2;28;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;77.927;30.5925;70.006;27.4829;77.792;254.7259
CACHOEIRA CALDEIRAO;204;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-05;53.95;68.6427;53.809;68.4633;56.002;78.5954
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-05;55.228;70.3896;55.228;70.3896;52.334;78.4605
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;24.633;36.4642;24.633;36.4642;25.116;67.554
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-05;17.636;35.1041;17.636;35.1041;16.481;50.2392
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-05;750.624;194.7083;750.624;194.7083;756.155;385.512
CANA BRAVA;252;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-05;250.147;42.1034;250.147;42.1034;245.514;594.1248
CANASTRA;87;Fio dagua;JACUI;SUL;S;SUL;2026-01-05;;;;;;
CANDONGA;139;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-05;60.3;50.3424;60.3;50.3424;57.802;119.7798
CANOAS I;52;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;56.342;55.0783;56.342;55.0783;57.483;102.2943
CANOAS II;51;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;45.658;53.4672;45.658;53.4672;46.88;85.3944
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;392.375;69.7279;392.375;69.7279;423.133;562.7232
CASTRO ALVES;97;Fio dagua;JACUI;SUL;S;SUL;2026-01-05;89.134;120.9587;89.134;120.9587;87.234;73.6896
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;119.049;38.316;119.049;38.316;118.702;310.7031
COARACY NUNES;280;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-05;70.012;69.5257;63.909;63.4651;68.837;100.6995
COLIDER;228;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-05;158.19;49.6259;156.735;49.1694;119.568;318.7652
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;190.337;42.1772;190.337;42.1772;180.202;451.2798
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;48.802;54.2854;45.331;50.4244;46.866;89.8989
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;75.191;61.9423;72.273;59.5384;73.672;121.3888
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;2026-01-05;21.612;85.2447;21.612;85.2447;18.622;25.3529
D. FRANCISCA;114;Fio dagua;JACUI;SUL;S;SUL;2026-01-05;146.966;206.5661;87.565;123.0758;150.733;71.1472
DARDANELOS;310;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-05;361.68;85.2972;259.149;61.1167;355.024;424.0232
E. DA CUNHA;15;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-05;83.16;71.9808;83.16;71.9808;82.747;115.5308
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;384.511;38.5587;384.511;38.5587;362.274;997.2102
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;19.45;60.4638;19.45;60.4638;17.94;32.168
ESTREITO;267;Fio dagua;TOCANTINS;NORTE;N;NORTE;2026-01-05;650.998;46.2217;623.568;44.2741;592.722;1408.425
FERREIRA GOMES;284;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-05;59.648;70.4281;59.648;70.4281;63.727;84.6935
FONTES;132;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;41.764;34.3558;41.764;34.3558;41.689;121.563
FOZ CHAPECO;103;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-05;858.132;221.9605;823.886;213.1026;850.691;386.6148
FOZ DO RIO CLARO;315;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;29.686;39.9838;29.686;39.9838;29.579;74.245
FUNDÃO;72;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-05;45.796;55.6863;45.796;55.6863;46.333;82.2393
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;58.281;27.9518;58.281;27.9518;51.017;208.505
FUNIL-MG;4;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-05;77.585;38.3528;77.585;38.3528;80.225;202.293
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-05;557.295;40.0631;557.295;40.0631;535.814;1391.043
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-05;456.115;67.3668;456.115;67.3668;450.534;677.0622
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;2026-01-05;70.849;44.5998;70.849;44.5998;70.76;158.855
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-05;159.547;195.5926;159.547;195.5926;157.686;81.5711
GOV JAYME CANET JR;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;2026-01-05;137.062;42.8229;129.716;40.5278;137.056;320.067
GUAPORE;196;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-05;55.998;100.6666;55.998;100.6666;55.917;55.6272
GUILM. AMORIM;192;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-05;121.718;81.7027;119.705;80.3514;121.407;148.9768
HENRY BORDEN;119;Fio dagua;TIETE;SUDESTE;SE;SUDESTE;2026-01-05;516.782;135.776;516.782;135.776;516.366;380.6136
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;2026-01-05;1148.919;34.2627;1148.919;34.2627;1176.703;3353.2623
IBITINGA;39;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-05;76.795;48.6908;76.795;48.6908;77.67;157.7196
IGARAPAVA;10;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-05;122.48;39.8712;122.48;39.8712;126.895;307.1891
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;78.128;33.5439;78.128;33.5439;79.237;232.9124
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;2026-01-05;157.785;32.9;157.785;32.9;156.496;479.589
ITÁ;92;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-05;1183.965;184.0862;1183.965;184.0862;1186.121;643.1579
ITAIPU;66;Fio dagua;PARANA;ITAIPU;SE;SUDESTE;2026-01-05;8299.105;55.1944;8299.105;55.1944;8599.555;15036.1432
ITAPEBI;154;Fio dagua;JEQUITINHONHA;NORDESTE;NE;NORDESTE;2026-01-05;36.844;6.6576;16.109;2.9109;37.052;553.41
ITAUBA;113;Fio dagua;JACUI;SUL;S;SUL;2026-01-05;298.058;226.7642;298.058;226.7642;288.264;131.4396
ITIQUIRA I;304;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-05;37.826;49.7177;37.826;49.7177;37.852;76.0815
ITIQUIRA II;305;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-05;60.24;49.7169;60.24;49.7169;60.393;121.1661
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;657.221;35.766;657.221;35.766;600.385;1837.5605
ITUTINGA;2;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-05;20.702;35.1028;20.702;35.1028;21.146;58.9754
JACUI;112;Fio dagua;JACUI;SUL;S;SUL;2026-01-05;267.662;238.7514;0.0;0.0;277.108;112.1091
JAGUARA;9;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-05;314.755;40.5725;314.755;40.5725;319.99;775.7848
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;2.452;10.7936;0.0;0.0;2.243;22.7172
JAURU;195;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-05;73.604;82.4684;73.604;82.4684;73.513;89.2512
JIRAU;285;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-05;4353.164;119.4443;3505.004;96.172;3935.96;3644.515
JUPIA;45;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-05;714.082;38.4523;714.082;38.4523;731.472;1857.06
JURUENA;309;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-05;41.456;87.2684;37.3;78.5197;42.83;47.504
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;34.268;36.383;34.268;36.383;34.179;94.1868
L. C. BARRETO;8;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-05;433.644;40.8806;433.644;40.8806;439.681;1060.7587
LAJEADO;261;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-05;516.659;36.0692;516.659;36.0692;536.238;1432.4115
LIMOEIRO;16;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-05;25.123;72.4396;25.123;72.4396;24.625;34.6813
LUIZ GONZAGA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-05;1017.015;51.2564;1017.015;51.2564;983.17;1984.17
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-05;273.032;41.2053;273.032;41.2053;288.458;662.6139
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-05;754.652;164.9924;754.652;164.9924;762.438;457.3859
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-05;64.516;42.9054;64.516;42.9054;64.01;150.368
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-05;687.224;41.3703;687.224;41.3703;614.654;1661.1515
MASCARENHAS;144;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-05;100.029;28.1585;96.449;27.1507;99.191;355.2354
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;118.201;32.8967;118.201;32.8967;119.42;359.31
MONJOLINHO;94;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-05;45.83;136.8877;44.21;132.049;45.928;33.48
MONTE CLARO;98;Fio dagua;JACUI;SUL;S;SUL;2026-01-05;77.608;135.29;59.903;104.4258;76.777;57.3642
N. AVANHANDAVA;42;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-05;174.418;53.3193;174.418;53.3193;170.562;327.12
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;271.881;70.7553;271.881;70.7553;271.867;384.2553
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;184.417;37.5453;184.417;37.5453;161.443;491.1852
OURINHOS;249;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;19.1;39.0068;19.1;39.0068;21.436;48.9658
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-05;873.369;51.2793;873.369;51.2793;99.475;1703.16
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-05;1250.067;51.2793;1250.067;51.2793;2229.918;2437.7598
P. COLOMBIA;12;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-05;187.883;38.8926;187.883;38.8926;194.569;483.0812
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;49.462;67.228;49.462;67.228;45.905;73.5735
PARANAPANEMA;53;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;15.528;36.794;15.528;36.794;16.214;42.2025
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-05;105.163;135.0286;105.163;135.0286;106.083;77.882
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;2026-01-05;121.642;235.9781;10.446;20.2646;128.505;51.548
PASSO SAO JOAO;102;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-05;128.036;287.4791;82.226;184.6219;127.481;44.5375
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;2026-01-05;4.03;2.7776;4.03;2.7776;4.085;145.0899
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-05;292.1;40.1669;292.1;40.1669;309.711;727.216
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;37.713;62.048;37.713;62.048;38.05;60.7804
PICADA;126;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;35.181;49.1456;35.181;49.1456;35.107;71.5852
PIMENTAL;314;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-01-05;115.603;82.377;115.603;82.377;114.297;140.334
PIRAJU;48;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;28.085;36.7949;28.085;36.7949;28.992;76.3286
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-05;142.407;74.9071;111.458;58.6277;142.743;190.1116
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;2026-01-05;32.399;23.592;32.399;23.592;31.339;137.3307
PORTO PRIMAVERA;46;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-05;767.482;39.0679;767.482;39.0679;793.029;1964.48
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-05;118.428;50.8227;84.348;36.1974;120.531;233.022
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-05;83.431;138.9822;83.431;138.9822;83.284;60.03
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-05;57.791;45.753;57.791;45.753;55.902;126.3108
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-05;40.533;38.2141;40.533;38.2141;40.497;106.0682
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-05;66.51;108.4023;66.51;108.4023;65.303;61.3548
ROSAL;217;Fio dagua;ITABAPOANA;SUDESTE;SE;SUDESTE;2026-01-05;111.932;108.5577;46.01;44.623;110.957;103.1083
ROSANA;63;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;248.627;77.6149;248.627;77.6149;254.176;320.334
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;70.613;35.6785;70.613;35.6785;66.829;197.9145
S.R.VERDINHO;241;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;45.776;47.5993;45.776;47.5993;46.283;96.1694
SA CARVALHO;193;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-05;106.328;70.5278;65.127;43.199;105.88;150.7604
SALTO;262;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;51.705;48.6648;51.705;48.6648;51.916;106.2472
SALTO CAXIAS;82;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-05;545.067;81.9201;545.067;81.9201;542.9;665.3644
SALTO GRANDE CM;134;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-05;57.736;25.0836;56.934;24.7352;57.369;230.174
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;50.885;52.5455;35.313;36.4653;52.409;96.8399
SALTO OSORIO;78;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-05;431.738;78.3358;431.738;78.3358;437.557;551.1373
SALTO PILAO;215;Fio dagua;ITAJAI;SUL;S;SUL;2026-01-05;218.096;107.5045;168.701;83.1566;217.944;202.8715
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-05;617.324;75.0531;617.324;75.0531;635.935;822.5162
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-05;191.597;142.1495;191.597;142.1495;172.808;134.7856
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;27.828;63.0334;27.828;63.0334;23.999;44.148
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-05;41.516;54.3514;41.516;54.3514;41.888;76.3844
SANTO ANTONIO;287;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-05;4540.701;119.6794;3646.571;96.1128;3800.316;3794.0553
SAO DOMINGOS;153;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-05;24.949;54.5239;20.342;44.4557;24.953;45.7579
SAO JOSE;101;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-05;82.29;259.2775;43.416;136.7941;82.096;31.7382
SAO MANOEL;230;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-05;679.948;82.1959;670.427;81.045;608.081;827.2283
SAO ROQUE;88;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-05;142.626;177.8434;142.626;177.8434;147.45;80.1975
SAO SALVADOR;253;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-05;128.456;35.3279;128.456;35.3279;128.703;363.6108
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-05;905.238;36.0986;905.238;36.0986;868.35;2507.683
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-05;518.2;71.1204;518.2;71.1204;518.027;728.624
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-05;696.038;48.6553;696.038;48.6553;683.216;1430.55
SIMPLICIO;129;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;137.224;43.3522;137.224;43.3522;136.703;316.53285
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-05;163.981;48.0443;156.931;45.9787;131.403;341.3124
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-05;467.58;42.9532;467.58;42.9532;429.671;1088.5805
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-05;38.972;43.5198;22.495;25.12;39.1;89.55
STA.CLARA-MG;283;Fio dagua;MUCURI;SUDESTE;SE;SUDESTE;2026-01-05;7.866;10.6057;7.866;10.6057;7.78;74.1675
STO ANTONIO DO JARI;286;Fio dagua;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-05;87.977;55.1568;87.977;55.1568;90.914;159.5035
SUIÇA;145;Fio dagua;SANTA MARIA VIT;SUDESTE;SE;SUDESTE;2026-01-05;44.441;105.151;44.441;105.151;44.264;42.264
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-05;255.395;73.0102;255.395;73.0102;363.666;349.8075
TELES PIRES;229;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-05;1516.286;82.9464;1506.178;82.3934;1533.417;1828.0318
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-05;299.549;60.555;299.549;60.555;304.218;494.6725
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-05;212.781;34.2477;212.781;34.2477;207.348;621.3
