nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt;ena_queda_bruta;mlt_ena
CANDONGA;139;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-14;28.45;23.7519;28.45;23.7519;27.919;119.7798
CANOAS I;52;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;39.152;38.2739;39.152;38.2739;39.537;102.2943
CANOAS II;51;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;31.892;37.3467;31.892;37.3467;32.678;85.3944
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;284.963;50.64;284.963;50.64;302.809;562.7232
CASTRO ALVES;97;Fio dagua;JACUI;SUL;S;SUL;2026-01-14;105.445;143.0935;105.445;143.0935;105.264;73.6896
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;81.475;26.2228;81.475;26.2228;80.518;310.7031
COARACY NUNES;280;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-14;42.385;42.0906;42.385;42.0906;43.422;100.6995
COLIDER;228;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-14;176.25;55.2915;153.807;48.2509;133.063;318.7652
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;227.616;50.4379;227.616;50.4379;217.256;451.2798
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;49.434;54.9884;44.227;49.1964;47.911;89.8989
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;72.536;59.7551;69.034;56.8702;71.842;121.3888
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;2026-01-14;21.6;85.1974;21.6;85.1974;18.376;25.3529
D. FRANCISCA;114;Fio dagua;JACUI;SUL;S;SUL;2026-01-14;108.181;152.0524;108.181;152.0524;108.608;71.1472
DARDANELOS;310;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-14;449.395;105.9836;259.975;61.3115;409.719;424.0232
E. DA CUNHA;15;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-14;63.309;54.7984;63.309;54.7984;63.482;115.5308
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;505.994;50.741;505.994;50.741;479.417;997.2102
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;18.4;57.1997;18.4;57.1997;17.132;32.168
ESTREITO;267;Fio dagua;TOCANTINS;NORTE;N;NORTE;2026-01-14;755.796;53.6625;755.796;53.6625;680.008;1408.425
FERREIRA GOMES;284;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-14;35.945;42.4413;35.945;42.4413;39.153;84.6935
FONTES;132;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;45.924;37.7779;45.924;37.7779;45.879;121.563
FOZ CHAPECO;103;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-14;428.002;110.705;394.207;101.9638;429.01;386.6148
FOZ DO RIO CLARO;315;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;28.541;38.4416;28.541;38.4416;28.502;74.245
FUNDÃO;72;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-14;63.283;76.9498;63.283;76.9498;64.404;82.2393
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;47.471;22.7673;47.471;22.7673;40.791;208.505
FUNIL-MG;4;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-14;47.571;23.5159;47.571;23.5159;49.636;202.293
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-14;365.582;26.2811;365.582;26.2811;348.011;1391.043
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-14;350.224;51.727;350.224;51.727;342.47;677.0622
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;2026-01-14;122.89;77.3599;122.89;77.3599;122.735;158.855
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-14;77.489;94.9957;77.489;94.9957;76.838;81.5711
GOV JAYME CANET JR;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;2026-01-14;129.622;40.4984;129.622;40.4984;129.136;320.067
GUAPORE;196;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-14;60.34;108.4721;60.34;108.4721;60.246;55.6272
GUILM. AMORIM;192;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-14;36.298;24.3649;36.298;24.3649;36.161;148.9768
HENRY BORDEN;119;Fio dagua;TIETE;SUDESTE;SE;SUDESTE;2026-01-14;490.139;128.776;490.139;128.776;490.012;380.6136
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;2026-01-14;1480.736;44.1581;1480.736;44.1581;1508.6;3353.2623
IBITINGA;39;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-14;91.767;58.1836;91.767;58.1836;92.456;157.7196
IGARAPAVA;10;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-14;96.38;31.3748;96.38;31.3748;94.446;307.1891
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;40.708;17.4778;40.708;17.4778;44.085;232.9124
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;2026-01-14;102.196;21.3091;102.196;21.3091;102.317;479.589
ITÁ;92;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-14;609.29;94.7341;609.29;94.7341;610.758;643.1579
ITAIPU;66;Fio dagua;PARANA;ITAIPU;SE;SUDESTE;2026-01-14;8754.881;58.2256;8754.881;58.2256;8959.843;15036.1432
ITAPEBI;154;Fio dagua;JEQUITINHONHA;NORDESTE;NE;NORDESTE;2026-01-14;278.371;50.301;278.371;50.301;279.045;553.41
ITAUBA;113;Fio dagua;JACUI;SUL;S;SUL;2026-01-14;221.385;168.431;221.385;168.431;221.827;131.4396
ITIQUIRA I;304;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-14;38.863;51.0807;37.326;49.0605;38.868;76.0815
ITIQUIRA II;305;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-14;61.893;51.0811;61.893;51.0811;61.981;121.1661
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;931.204;50.6761;931.204;50.6761;847.112;1837.5605
ITUTINGA;2;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-14;13.779;23.364;13.779;23.364;14.123;58.9754
JACUI;112;Fio dagua;JACUI;SUL;S;SUL;2026-01-14;210.209;187.504;71.066;63.39;218.596;112.1091
JAGUARA;9;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-14;236.624;30.5012;236.624;30.5012;235.569;775.7848
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;9.763;42.9762;7.182;31.6148;8.829;22.7172
JAURU;195;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-14;77.872;87.2504;77.872;87.2504;77.603;89.2512
JIRAU;285;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-14;3752.404;102.9603;3492.779;95.8366;3482.753;3644.515
JUPIA;45;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-14;846.769;45.5973;846.769;45.5973;873.977;1857.06
JURUENA;309;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-14;40.533;85.3254;31.923;67.2007;41.827;47.504
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;26.846;28.5029;26.846;28.5029;26.777;94.1868
L. C. BARRETO;8;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-14;319.375;30.1082;319.375;30.1082;319.434;1060.7587
LAJEADO;261;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-14;664.919;46.4196;664.919;46.4196;651.495;1432.4115
LIMOEIRO;16;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-14;18.332;52.8585;18.332;52.8585;18.547;34.6813
LUIZ GONZAGA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-14;600.986;30.289;600.986;30.289;585.14;1984.17
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-14;194.529;29.3578;194.529;29.3578;205.422;662.6139
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-14;450.275;98.4453;450.275;98.4453;456.126;457.3859
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-14;107.056;71.196;107.056;71.196;106.252;150.368
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-14;543.277;32.7048;543.277;32.7048;486.953;1661.1515
MASCARENHAS;144;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-14;82.611;23.2553;82.611;23.2553;81.027;355.2354
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;124.253;34.581;124.253;34.581;124.33;359.31
MONJOLINHO;94;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-14;35.732;106.7264;35.732;106.7264;35.576;33.48
MONTE CLARO;98;Fio dagua;JACUI;SUL;S;SUL;2026-01-14;84.51;147.3218;79.906;139.2959;83.009;57.3642
N. AVANHANDAVA;42;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-14;184.459;56.3888;184.459;56.3888;186.524;327.12
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;317.132;82.5316;317.132;82.5316;316.981;384.2553
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;184.494;37.561;184.494;37.561;162.024;491.1852
OURINHOS;249;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;13.054;26.6594;13.054;26.6594;14.18;48.9658
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-14;516.101;30.3026;516.101;30.3026;116.634;1703.16
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-14;738.703;30.3025;738.703;30.3025;1241.753;2437.7598
P. COLOMBIA;12;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-14;163.698;33.8862;163.698;33.8862;169.008;483.0812
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;15.934;21.6573;15.934;21.6573;14.639;73.5735
PARANAPANEMA;53;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;11.958;28.3348;11.958;28.3348;12.534;42.2025
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-14;85.247;109.4566;85.247;109.4566;85.838;77.882
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;2026-01-14;96.7;187.5921;96.7;187.5921;102.346;51.548
PASSO SAO JOAO;102;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-14;70.677;158.691;65.078;146.1196;69.75;44.5375
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;2026-01-14;7.055;4.8625;7.055;4.8625;7.142;145.0899
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-14;252.708;34.7501;252.708;34.7501;251.434;727.216
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;43.652;71.8192;43.652;71.8192;44.146;60.7804
PICADA;126;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;15.714;21.9515;15.714;21.9515;15.748;71.5852
PIMENTAL;314;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-01-14;122.069;86.9846;122.069;86.9846;124.105;140.334
PIRAJU;48;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;21.628;28.3354;21.628;28.3354;22.335;76.3286
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-14;167.21;87.9536;136.261;71.6742;167.93;190.1116
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;2026-01-14;28.169;20.5118;28.169;20.5118;27.159;137.3307
PORTO PRIMAVERA;46;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-14;999.852;50.8965;999.852;50.8965;1031.606;1964.48
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-14;135.353;58.0859;135.353;58.0859;138.316;233.022
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-14;77.542;129.1721;77.542;129.1721;76.974;60.03
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-14;63.418;50.2079;63.418;50.2079;61.848;126.3108
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-14;25.276;23.83;25.276;23.83;25.808;106.0682
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-14;89.158;145.3154;89.158;145.3154;87.897;61.3548
ROSAL;217;Fio dagua;ITABAPOANA;SUDESTE;SE;SUDESTE;2026-01-14;39.418;38.2297;39.418;38.2297;39.489;103.1083
ROSANA;63;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;183.921;57.4154;114.516;35.7489;177.388;320.334
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;94.395;47.6948;94.395;47.6948;89.516;197.9145
S.R.VERDINHO;241;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;42.685;44.3852;42.685;44.3852;43.108;96.1694
SA CARVALHO;193;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-14;33.561;22.2612;32.624;21.6396;33.611;150.7604
SALTO;262;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;51.994;48.9368;51.994;48.9368;52.266;106.2472
SALTO CAXIAS;82;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-14;478.9;71.9756;478.9;71.9756;478.331;665.3644
SALTO GRANDE CM;134;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-14;48.842;21.2196;48.04;20.8712;48.368;230.174
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;35.854;37.024;3.673;3.7929;36.762;96.8399
SALTO OSORIO;78;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-14;374.331;67.9197;374.331;67.9197;375.672;551.1373
SALTO PILAO;215;Fio dagua;ITAJAI;SUL;S;SUL;2026-01-14;200.525;98.8434;175.828;86.6696;200.365;202.8715
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-14;539.89;65.6388;539.89;65.6388;551.731;822.5162
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-14;255.09;189.2561;255.09;189.2561;222.237;134.7856
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;9.797;22.1913;9.797;22.1913;8.098;44.148
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-14;57.288;74.9996;57.288;74.9996;57.859;76.3844
SANTO ANTONIO;287;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-14;3870.232;102.0078;3657.306;96.3957;3471.153;3794.0553
SAO DOMINGOS;153;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-14;32.734;71.5374;29.663;64.826;32.491;45.7579
SAO JOSE;101;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-14;49.318;155.39;49.318;155.39;49.225;31.7382
SAO MANOEL;230;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-14;725.25;87.6723;720.942;87.1515;702.18;827.2283
SAO ROQUE;88;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-14;93.541;116.6383;93.541;116.6383;94.712;80.1975
SAO SALVADOR;253;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-14;134.674;37.038;134.674;37.038;134.989;363.6108
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-14;1216.805;48.5231;1216.805;48.5231;1170.707;2507.683
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-14;455.797;62.5559;455.797;62.5559;456.539;728.624
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-14;549.071;38.3818;549.071;38.3818;536.749;1430.55
SIMPLICIO;129;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;46.36;14.6462;46.36;14.6462;46.853;316.53285
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-14;195.771;57.3583;188.478;55.2216;158.051;341.3124
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-14;334.979;30.7721;334.979;30.7721;306.97;1088.5805
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-14;21.764;24.3037;15.317;17.1044;21.741;89.55
STA.CLARA-MG;283;Fio dagua;MUCURI;SUDESTE;SE;SUDESTE;2026-01-14;20.295;27.3637;20.295;27.3637;19.966;74.1675
STO ANTONIO DO JARI;286;Fio dagua;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-14;66.753;41.8505;66.753;41.8505;68.8;159.5035
SUIÇA;145;Fio dagua;SANTA MARIA VIT;SUDESTE;SE;SUDESTE;2026-01-14;12.595;29.8008;12.595;29.8008;12.489;42.264
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-14;185.531;53.038;185.531;53.038;179.022;349.8075
TELES PIRES;229;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-14;1610.27;88.0876;1605.216;87.8112;1628.751;1828.0318
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-14;232.247;46.9496;232.247;46.9496;234.999;494.6725
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-14;261.338;42.0631;261.338;42.0631;254.561;621.3
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;2026-01-14;4553.392;56.1766;4553.392;56.1766;4173.412;8105.5008
VOLTA GRANDE;11;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-14;173.182;32.7891;173.182;32.7891;169.478;528.1696
XINGO;178;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-14;1513.113;31.3631;1513.113;31.3631;1546.729;4824.4975
14 DE JULHO;99;Fio dagua;JACUI;SUL;S;SUL;2026-01-15;67.833;133.8753;67.833;133.8753;64.59;50.6688
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-15;535.177;32.3404;535.177;32.3404;502.419;1654.825
AIMORES;143;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-15;78.579;20.0515;78.579;20.0515;81.409;391.8856
APOLONIO SALES;173;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-15;130.209;29.827;130.209;29.827;18.731;436.5468
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-15;95.332;79.0544;82.9;68.7451;97.425;120.5904
B.COQUEIROS;312;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;40.921;44.0557;40.921;44.0557;42.28;92.8846
BAGUARI;141;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-15;44.528;25.8362;44.528;25.8362;45.039;172.347
BAIXO IGUACU;83;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-15;128.651;68.7747;128.651;68.7747;123.736;187.0614
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-15;125.848;149.3922;125.848;149.3922;121.352;84.24
BARIRI;38;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-15;96.97;68.9526;96.97;68.9526;98.077;140.6328
BARRA BRAUNA;185;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-15;11.308;24.8857;11.308;24.8857;11.211;45.4398
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-15;199.6;74.6191;195.354;73.0318;203.218;267.4917
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;28.5;43.6191;28.5;43.6191;26.287;65.3384
BELO MONTE;288;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-01-15;4144.868;74.0348;4144.868;74.0348;4142.667;5598.54
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;2026-01-15;139.743;58.066;139.743;58.066;133.836;240.6624
C. DOURADA;32;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;358.185;48.4337;356.564;48.2145;563.357;739.5374
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;107.184;35.5236;72.921;24.168;105.047;301.726
C.BRANCO-2;28;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;87.424;34.3208;87.424;34.3208;87.692;254.7259
CACHOEIRA CALDEIRAO;204;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-15;33.478;42.5954;33.478;42.5954;34.171;78.5954
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-15;56.07;71.4627;56.07;71.4627;53.394;78.4605
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;30.302;44.856;30.302;44.856;31.22;67.554
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-15;14.003;27.8727;14.003;27.8727;13.228;50.2392
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-15;401.864;104.2416;401.864;104.2416;404.053;385.512
CANA BRAVA;252;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-15;225.098;37.8873;225.098;37.8873;221.239;594.1248
CANASTRA;87;Fio dagua;JACUI;SUL;S;SUL;2026-01-15;;;;;;
CANDONGA;139;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-15;37.758;31.5228;37.758;31.5228;36.932;119.7798
CANOAS I;52;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-15;41.975;41.0336;41.975;41.0336;42.85;102.2943
CANOAS II;51;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-15;34.078;39.9066;34.078;39.9066;35.11;85.3944
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-15;297.135;52.803;297.135;52.803;315.336;562.7232
CASTRO ALVES;97;Fio dagua;JACUI;SUL;S;SUL;2026-01-15;97.47;132.271;97.47;132.271;96.393;73.6896
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-15;85.854;27.6322;85.854;27.6322;84.895;310.7031
COARACY NUNES;280;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-15;42.805;42.5077;42.805;42.5077;44.022;100.6995
COLIDER;228;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-15;181.931;57.0737;105.253;33.019;130.38;318.7652
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;234.068;51.8676;234.068;51.8676;224.105;451.2798
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;54.883;61.0497;51.412;57.1887;53.068;89.8989
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;82.258;67.7641;79.924;65.8413;81.448;121.3888
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;2026-01-15;21.266;83.88;21.266;83.88;18.147;25.3529
D. FRANCISCA;114;Fio dagua;JACUI;SUL;S;SUL;2026-01-15;102.006;143.3732;102.006;143.3732;100.864;71.1472
DARDANELOS;310;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-15;439.837;103.7295;258.237;60.9016;427.636;424.0232
E. DA CUNHA;15;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-15;78.711;68.1299;78.711;68.1299;78.637;115.5308
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;451.327;45.259;451.327;45.259;428.185;997.2102
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;20.563;63.9238;20.563;63.9238;19.374;32.168
ESTREITO;267;Fio dagua;TOCANTINS;NORTE;N;NORTE;2026-01-15;697.287;49.5083;684.838;48.6244;613.265;1408.425
FERREIRA GOMES;284;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-15;36.006;42.5133;36.006;42.5133;39.026;84.6935
FONTES;132;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-15;45.924;37.7779;45.924;37.7779;45.883;121.563
FOZ CHAPECO;103;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-15;397.231;102.7459;362.985;93.888;399.417;386.6148
FOZ DO RIO CLARO;315;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-15;31.185;42.0028;31.185;42.0028;31.213;74.245
FUNDÃO;72;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-15;53.389;64.9191;53.389;64.9191;54.266;82.2393
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-15;52.327;25.0963;52.327;25.0963;45.053;208.505
FUNIL-MG;4;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-15;52.433;25.9193;52.433;25.9193;54.63;202.293
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-15;388.167;27.9047;388.167;27.9047;369.511;1391.043
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-15;352.127;52.0081;352.127;52.0081;343.697;677.0622
