nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt;ena_queda_bruta;mlt_ena
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;2026-01-23;1851.367;55.2109;1851.367;55.2109;1884.963;3353.2623
IBITINGA;39;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-23;126.902;80.4605;126.902;80.4605;128.224;157.7196
IGARAPAVA;10;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-23;177.119;57.658;177.119;57.658;176.18;307.1891
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-23;120.277;51.6404;120.277;51.6404;122.285;232.9124
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;2026-01-23;487.408;101.6304;487.408;101.6304;489.39;479.589
ITÁ;92;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-23;484.506;75.3324;484.506;75.3324;489.198;643.1579
ITAIPU;66;Fio dagua;PARANA;ITAIPU;SE;SUDESTE;2026-01-23;8202.094;54.5492;8202.094;54.5492;8512.78;15036.1432
ITAPEBI;154;Fio dagua;JEQUITINHONHA;NORDESTE;NE;NORDESTE;2026-01-23;148.863;26.8992;123.838;22.3773;151.58;553.41
ITAUBA;113;Fio dagua;JACUI;SUL;S;SUL;2026-01-23;140.172;106.6437;140.172;106.6437;137.773;131.4396
ITIQUIRA I;304;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-23;39.816;52.3334;39.816;52.3334;39.785;76.0815
ITIQUIRA II;305;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-23;63.41;52.3331;63.41;52.3331;63.571;121.1661
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-23;1391.641;75.7331;1391.641;75.7331;1276.614;1837.5605
ITUTINGA;2;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-23;28.642;48.566;28.642;48.566;29.266;58.9754
JACUI;112;Fio dagua;JACUI;SUL;S;SUL;2026-01-23;131.828;117.589;0.0;0.0;136.74;112.1091
JAGUARA;9;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-23;447.238;57.6498;409.77;52.8201;452.546;775.7848
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-23;12.778;56.2481;12.778;56.2481;11.56;22.7172
JAURU;195;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-23;66.297;74.2814;66.297;74.2814;66.138;89.2512
JIRAU;285;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-23;4048.783;111.0925;3752.423;102.9608;3696.268;3644.515
JUPIA;45;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-23;1144.694;61.6401;1144.694;61.6401;1182.031;1857.06
JURUENA;309;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-23;44.648;93.9879;40.194;84.6118;46.277;47.504
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-23;36.233;38.4693;36.233;38.4693;36.15;94.1868
L. C. BARRETO;8;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-23;611.369;57.6351;611.369;57.6351;605.685;1060.7587
LAJEADO;261;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-23;497.711;34.7464;497.711;34.7464;500.828;1432.4115
LIMOEIRO;16;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-23;23.857;68.7892;23.857;68.7892;23.672;34.6813
LUIZ GONZAGA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-23;1161.846;58.5558;1161.846;58.5558;1138.325;1984.17
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-23;378.207;57.078;378.207;57.078;390.237;662.6139
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-23;361.976;79.1402;361.976;79.1402;369.026;457.3859
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-23;122.128;81.2194;122.128;81.2194;121.501;150.368
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-23;1137.326;68.4661;1137.326;68.4661;1075.54;1661.1515
MASCARENHAS;144;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-23;284.202;80.0039;284.202;80.0039;266.983;355.2354
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-23;188.192;52.3759;188.192;52.3759;189.193;359.31
MONJOLINHO;94;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-23;16.103;48.0974;16.103;48.0974;15.718;33.48
MONTE CLARO;98;Fio dagua;JACUI;SUL;S;SUL;2026-01-23;42.372;73.8649;37.768;65.839;42.782;57.3642
N. AVANHANDAVA;42;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-23;319.923;97.7999;319.923;97.7999;315.88;327.12
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-23;386.942;100.6992;386.942;100.6992;386.809;384.2553
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-23;302.63;61.6122;302.63;61.6122;267.121;491.1852
OURINHOS;249;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-23;15.351;31.3505;15.351;31.3505;16.729;48.9658
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-23;997.743;58.5819;997.743;58.5819;344.453;1703.16
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-23;1428.086;58.5819;1428.086;58.5819;2244.553;2437.7598
P. COLOMBIA;12;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-23;282.891;58.5597;282.891;58.5597;295.255;483.0812
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-23;52.279;71.0568;52.279;71.0568;48.986;73.5735
PARANAPANEMA;53;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-23;15.852;37.5618;15.852;37.5618;16.469;42.2025
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-23;36.827;47.2856;36.827;47.2856;37.086;77.882
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;2026-01-23;60.602;117.5642;60.602;117.5642;64.438;51.548
PASSO SAO JOAO;102;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-23;47.655;106.9997;42.311;95.0008;47.365;44.5375
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;2026-01-23;38.235;26.3526;38.235;26.3526;38.713;145.0899
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-23;294.12;40.4447;294.12;40.4447;304.785;727.216
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-23;60.302;99.2129;60.302;99.2129;61.001;60.7804
PICADA;126;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-23;34.511;48.2097;34.511;48.2097;34.468;71.5852
PIMENTAL;314;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-01-23;131.988;94.0528;131.988;94.0528;131.42;140.334
PIRAJU;48;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-23;28.67;37.5613;28.67;37.5613;29.62;76.3286
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-23;150.719;79.2792;119.77;62.9998;149.887;190.1116
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;2026-01-23;486.238;354.0636;69.194;50.3849;453.412;137.3307
PORTO PRIMAVERA;46;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-23;1059.213;53.9182;1059.213;53.9182;1091.235;1964.48
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-23;218.806;93.8993;133.606;57.3362;220.885;233.022
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-23;30.326;50.5181;30.326;50.5181;30.134;60.03
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-23;89.91;71.1816;89.91;71.1816;88.124;126.3108
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-23;82.275;77.568;48.815;46.0223;79.094;106.0682
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-23;74.491;121.4102;74.491;121.4102;74.18;61.3548
ROSAL;217;Fio dagua;ITABAPOANA;SUDESTE;SE;SUDESTE;2026-01-23;124.389;120.6392;44.945;43.5901;122.927;103.1083
ROSANA;63;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-23;154.515;48.2356;154.515;48.2356;162.241;320.334
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-23;336.409;169.9769;336.409;169.9769;320.109;197.9145
S.R.VERDINHO;241;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-23;40.425;42.0352;40.425;42.0352;41.043;96.1694
SA CARVALHO;193;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-23;257.145;170.5653;75.483;50.0682;252.331;150.7604
SALTO;262;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-23;42.994;40.466;42.994;40.466;43.169;106.2472
SALTO CAXIAS;82;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-23;282.872;42.5138;282.872;42.5138;283.237;665.3644
SALTO GRANDE CM;134;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-23;890.308;386.7978;883.09;383.6619;878.986;230.174
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-23;34.708;35.8406;12.167;12.564;36.35;96.8399
SALTO OSORIO;78;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-23;248.828;45.1481;248.828;45.1481;253.799;551.1373
SALTO PILAO;215;Fio dagua;ITAJAI;SUL;S;SUL;2026-01-23;85.876;42.3302;85.876;42.3302;85.96;202.8715
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-23;372.211;45.2527;372.211;45.2527;377.506;822.5162
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-23;284.585;211.139;284.585;211.139;263.303;134.7856
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-23;30.138;68.2658;30.138;68.2658;26.549;44.148
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-23;30.123;39.4361;30.123;39.4361;29.807;76.3844
SANTO ANTONIO;287;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-23;4280.836;112.8301;3797.303;100.0856;3611.334;3794.0553
SAO DOMINGOS;153;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-23;16.774;36.6582;14.931;32.6304;16.816;45.7579
SAO JOSE;101;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-23;32.869;103.5629;32.869;103.5629;32.23;31.7382
SAO MANOEL;230;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-23;725.295;87.6777;680.408;82.2515;677.333;827.2283
SAO ROQUE;88;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-23;71.484;89.1349;71.484;89.1349;73.946;80.1975
SAO SALVADOR;253;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-23;161.577;44.4368;161.577;44.4368;163.176;363.6108
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-23;1796.012;71.6204;1796.012;71.6204;1719.224;2507.683
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-23;349.089;47.9107;349.089;47.9107;351.574;728.624
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-23;626.685;43.8073;626.685;43.8073;613.717;1430.55
SIMPLICIO;129;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-23;127.287;40.2129;127.287;40.2129;126.953;316.53285
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-23;235.982;69.1396;228.689;67.0028;188.305;341.3124
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-23;619.582;56.9165;619.582;56.9165;578.786;1088.5805
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-23;37.905;42.3283;34.323;38.3283;37.991;89.55
STA.CLARA-MG;283;Fio dagua;MUCURI;SUDESTE;SE;SUDESTE;2026-01-23;43.736;58.9692;43.736;58.9692;43.367;74.1675
STO ANTONIO DO JARI;286;Fio dagua;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-23;71.797;45.0128;71.797;45.0128;73.637;159.5035
SUIÇA;145;Fio dagua;SANTA MARIA VIT;SUDESTE;SE;SUDESTE;2026-01-23;47.843;113.2004;35.164;83.2008;47.615;42.264
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-23;161.518;46.1734;161.518;46.1734;159.012;349.8075
TELES PIRES;229;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-23;1629.844;89.1584;1475.192;80.6984;1643.596;1828.0318
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-23;578.384;116.9226;578.384;116.9226;586.891;494.6725
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-23;853.466;137.3678;853.466;137.3678;860.168;621.3
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;2026-01-23;4915.848;60.6483;4915.848;60.6483;4572.881;8105.5008
VOLTA GRANDE;11;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-23;307.172;58.1578;307.172;58.1578;295.37;528.1696
XINGO;178;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-23;2746.276;56.9236;2746.276;56.9236;2780.654;4824.4975
14 DE JULHO;99;Fio dagua;JACUI;SUL;S;SUL;2026-01-24;33.806;66.7196;33.806;66.7196;32.911;50.6688
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-24;1079.938;65.26;1079.938;65.26;1021.046;1654.825
AIMORES;143;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-24;473.675;120.8707;458.071;116.889;487.76;391.8856
APOLONIO SALES;173;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-24;254.486;58.2952;254.486;58.2952;59.455;436.5468
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-24;61.025;50.6052;48.593;40.2959;64.796;120.5904
B.COQUEIROS;312;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;36.45;39.2422;36.45;39.2422;37.56;92.8846
BAGUARI;141;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-24;342.045;198.463;124.871;72.4532;313.599;172.347
BAIXO IGUACU;83;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-24;73.759;39.4304;73.759;39.4304;74.023;187.0614
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-24;173.47;205.9236;173.47;205.9236;157.838;84.24
BARIRI;38;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-24;77.257;54.9353;77.257;54.9353;76.99;140.6328
BARRA BRAUNA;185;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-24;52.706;115.9908;26.74;58.8471;52.368;45.4398
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-24;127.703;47.7409;119.211;44.5662;129.435;267.4917
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;149.38;228.6251;149.38;228.6251;142.788;65.3384
BELO MONTE;288;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-01-24;4682.074;83.6303;4682.074;83.6303;4695.237;5598.54
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;2026-01-24;170.079;70.6712;170.079;70.6712;163.171;240.6624
C. DOURADA;32;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;613.122;82.9062;608.798;82.3215;650.529;739.5374
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;199.85;66.2356;185.019;61.3202;196.989;301.726
C.BRANCO-2;28;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;146.061;57.3405;146.061;57.3405;147.017;254.7259
CACHOEIRA CALDEIRAO;204;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-24;57.955;73.7384;54.3;69.088;59.452;78.5954
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-24;61.397;78.2521;61.397;78.2521;59.873;78.4605
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;26.344;38.997;26.344;38.997;27.141;67.554
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-24;28.101;55.9344;28.101;55.9344;27.864;50.2392
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-24;296.603;76.9374;296.603;76.9374;299.896;385.512
CANA BRAVA;252;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-24;291.338;49.0365;291.338;49.0365;290.017;594.1248
CANASTRA;87;Fio dagua;JACUI;SUL;S;SUL;2026-01-24;;;;;;
CANDONGA;139;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-24;191.454;159.8383;110.4;92.1691;175.693;119.7798
CANOAS I;52;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-24;37.036;36.2053;37.036;36.2053;38.308;102.2943
CANOAS II;51;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-24;30.466;35.6768;30.466;35.6768;31.582;85.3944
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-24;236.857;42.0912;236.857;42.0912;251.04;562.7232
CASTRO ALVES;97;Fio dagua;JACUI;SUL;S;SUL;2026-01-24;46.517;63.1256;46.517;63.1256;45.574;73.6896
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-24;97.64;31.4255;97.64;31.4255;96.521;310.7031
COARACY NUNES;280;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-24;74.44;73.9229;63.85;63.4065;74.005;100.6995
COLIDER;228;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-24;223.053;69.9741;144.712;45.3977;159.359;318.7652
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;333.821;73.9721;333.821;73.9721;330.543;451.2798
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;123.578;137.4633;117.677;130.8993;121.87;89.8989
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;260.28;214.4185;256.778;211.5335;260.133;121.3888
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;2026-01-24;23.679;93.3976;23.679;93.3976;20.12;25.3529
D. FRANCISCA;114;Fio dagua;JACUI;SUL;S;SUL;2026-01-24;63.787;89.655;63.787;89.655;63.29;71.1472
DARDANELOS;310;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-24;446.806;105.373;260.861;61.5205;434.778;424.0232
E. DA CUNHA;15;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-24;87.503;75.74;87.503;75.74;86.839;115.5308
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;1257.354;126.0872;1257.354;126.0872;1203.873;997.2102
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;17.805;55.35;17.805;55.35;16.91;32.168
ESTREITO;267;Fio dagua;TOCANTINS;NORTE;N;NORTE;2026-01-24;621.437;44.1228;588.099;41.7558;595.221;1408.425
FERREIRA GOMES;284;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-24;62.757;74.099;62.757;74.099;65.739;84.6935
FONTES;132;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-24;128.749;105.9113;128.749;105.9113;128.664;121.563
FOZ CHAPECO;103;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-24;282.936;73.1829;242.382;62.6934;289.394;386.6148
FOZ DO RIO CLARO;315;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;29.023;39.0908;29.023;39.0908;28.972;74.245
FUNDÃO;72;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-24;33.328;40.5256;33.328;40.5256;34.391;82.2393
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-24;138.528;66.4387;138.528;66.4387;130.21;208.505
FUNIL-MG;4;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-24;108.099;53.4368;108.099;53.4368;110.625;202.293
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-24;838.398;60.2712;838.398;60.2712;797.083;1391.043
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-24;302.108;44.6204;302.108;44.6204;296.309;677.0622
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;2026-01-24;79.11;49.8001;79.11;49.8001;79.049;158.855
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-24;63.039;77.281;63.039;77.281;62.686;81.5711
GOV JAYME CANET JR;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;2026-01-24;73.773;23.0492;29.698;9.2787;73.319;320.067
GUAPORE;196;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-24;56.972;102.4175;56.972;102.4175;56.926;55.6272
GUILM. AMORIM;192;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-24;340.774;228.743;262.26;176.0408;337.615;148.9768
HENRY BORDEN;119;Fio dagua;TIETE;SUDESTE;SE;SUDESTE;2026-01-24;390.896;102.7015;390.896;102.7015;390.548;380.6136
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;2026-01-24;2095.686;62.4969;2095.686;62.4969;2140.276;3353.2623
IBITINGA;39;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-24;101.469;64.3351;101.469;64.3351;102.92;157.7196
IGARAPAVA;10;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-24;180.517;58.7641;180.517;58.7641;182.012;307.1891
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-24;142.314;61.1019;142.314;61.1019;142.457;232.9124
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;2026-01-24;643.885;134.2577;643.885;134.2577;647.779;479.589
ITÁ;92;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-24;405.144;62.9929;405.144;62.9929;408.51;643.1579
ITAIPU;66;Fio dagua;PARANA;ITAIPU;SE;SUDESTE;2026-01-24;8276.24;55.0423;8276.24;55.0423;8634.271;15036.1432
ITAPEBI;154;Fio dagua;JEQUITINHONHA;NORDESTE;NE;NORDESTE;2026-01-24;185.65;33.5466;160.625;29.0246;189.038;553.41
ITAUBA;113;Fio dagua;JACUI;SUL;S;SUL;2026-01-24;131.296;99.8907;131.296;99.8907;129.459;131.4396
ITIQUIRA I;304;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-24;39.493;51.9088;39.493;51.9088;39.498;76.0815
ITIQUIRA II;305;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-24;62.896;51.9089;62.896;51.9089;63.046;121.1661
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-24;1586.886;86.3583;1586.886;86.3583;1458.351;1837.5605
ITUTINGA;2;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-24;32.987;55.9335;32.987;55.9335;33.623;58.9754
JACUI;112;Fio dagua;JACUI;SUL;S;SUL;2026-01-24;125.204;111.6805;0.0;0.0;129.953;112.1091
JAGUARA;9;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-24;450.953;58.1286;389.821;50.2486;453.953;775.7848
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-24;13.207;58.1366;13.207;58.1366;12.044;22.7172
JAURU;195;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-24;66.985;75.0522;66.985;75.0522;66.914;89.2512
JIRAU;285;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-24;4081.596;111.9928;2823.151;77.463;3730.999;3644.515
JUPIA;45;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-24;1246.828;67.1399;1246.828;67.1399;1286.284;1857.06
JURUENA;309;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-24;45.099;94.9373;30.254;63.6873;46.649;47.504
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-24;34.154;36.262;34.154;36.262;34.076;94.1868
L. C. BARRETO;8;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-24;613.375;57.8242;613.375;57.8242;610.882;1060.7587
LAJEADO;261;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-24;525.732;36.7026;525.732;36.7026;531.605;1432.4115
LIMOEIRO;16;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-24;25.85;74.5358;25.85;74.5358;26.092;34.6813
LUIZ GONZAGA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-24;1156.16;58.2692;1156.16;58.2692;1131.84;1984.17
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-24;378.131;57.0666;378.131;57.0666;394.307;662.6139
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-24;317.984;69.522;317.984;69.522;324.865;457.3859
