nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual;ear_total_mwmes;ear_maxima_total_mwmes;val_contribearbacia;val_contribearmaxbacia;val_contribearsubsistema;val_contribearmaxsubsistema;val_contribearsubsistemajusante;val_contribearmaxsubsistemajusante;val_contribearsin;val_contribearmaxsin
LAJES;124.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-07;435.305;;512.183;;84.9901;435.305;512.183;0.15696175;0.06779484;0.00496221;0.00250315;0.0;0.0;0.00323013;0.00175364
LUIZ GONZAGA;172.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-07;1268.861;;3418.033;;37.1225;1268.861;3418.033;0.05186142;0.06482484;0.05253849;0.06612405;0.0;0.0;0.00941542;0.01170286
M. MORAES;7.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-07;3234.404;;4339.622;;74.5319;3234.404;4339.622;0.18397787;0.08421309;0.03687023;0.02120868;0.0;0.0;0.02400049;0.01485825
MACHADINHO;91.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-07;634.586;;890.994;;71.2223;634.586;890.994;0.12383125;0.13238625;0.04389749;0.04354971;0.0;0.0;0.00470887;0.00305064
MANSO;278.0;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2026-01-07;314.285;;555.798;;56.5466;314.285;555.798;1.0;1.0;0.00358266;0.00271631;0.0;0.0;0.00233211;0.00190297
MARIMBONDO;17.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-07;1030.002;;5393.697;;19.0964;1030.002;5393.697;0.0585881;0.10466808;0.01174139;0.02636018;0.0;0.0;0.007643;0.01846725
MIRANDA;26.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-07;229.679;;269.778;;85.1363;229.679;269.778;0.00815946;0.00343662;0.0026182;0.00131846;0.0;0.0;0.0017043;0.00092368
NOVA PONTE;25.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-07;6620.956;;22766.333;;29.0822;6620.956;22766.333;0.23521286;0.29001349;0.07547486;0.11126406;0.0;0.0;0.04912998;0.07794869
PARAIBUNA;121.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-07;1560.38;;4561.222;;34.2097;1560.38;4561.222;0.56263993;0.60374377;0.01778738;0.02229169;0.0;0.0;0.01157861;0.01561698
PASSO FUNDO;93.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-07;1487.73;;1706.162;;87.1975;1487.73;1706.162;0.29031127;0.25350607;0.10291373;0.08339322;0.0;0.0;0.01103952;0.00584166
PASSO REAL;111.0;Reservatório com Usina;JACUI;SUL;S;SUL;;;2026-01-07;2094.606;;2828.801;;74.0457;2094.606;2828.801;0.90849102;0.93379678;0.14489439;0.13826519;0.0;0.0;0.01554276;0.00968541
PEDRA DO CAVALO;189.0;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2026-01-07;239.667;;335.383;;71.4607;239.667;335.383;1.0;1.0;0.00992366;0.0064882;0.0;0.0;0.00177842;0.0011483
PEIXE ANGICAL;257.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-07;83.104;96.783;114.392;147.034;72.6484;179.887;261.426;0.00664606;0.00524104;0.00094733;0.00055906;0.01147682;0.00960856;0.00133483;0.00089509
PONTE NOVA;105.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-07;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORTO ESTRELA;135.0;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-07;10.121;;12.899;;78.4634;10.121;12.899;1.0;1.0;0.00011537;6.304e-05;0.0;0.0;7.51e-05;4.416e-05
PROMISSÃO;40.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-07;1238.322;;1829.65;;67.6808;1238.322;1829.65;0.18706321;0.18813406;0.01411611;0.0089419;0.0;0.0;0.00918881;0.00626446
QUEBRA QUEIXO;95.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-07;7.304;;10.163;;71.8685;7.304;10.163;0.00142528;0.00151005;0.00050525;0.00049674;0.0;0.0;5.42e-05;3.48e-05
QUEIMADO;162.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-07;79.698;139.204;283.402;484.803;28.1219;218.902;768.205;0.00894705;0.01456942;0.00090851;0.00138505;0.00576388;0.00937883;0.00162434;0.00263022
RETIRO BAIXO;155.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-07;8.547;33.587;11.43;42.91;74.7769;42.134;54.34;0.00172212;0.00103059;9.743e-05;5.586e-05;0.0013907;0.00083012;0.00031265;0.00018605
RONDON II;276.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-07;25.789;;56.442;;45.6912;25.789;56.442;0.04557439;0.02782819;0.00029398;0.00027584;0.0;0.0;0.00019136;0.00019325
S.DO FACÃO;21.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-07;3005.382;;6581.918;;45.6612;3005.382;6581.918;0.10676774;0.08384508;0.03425952;0.03216728;0.0;0.0;0.02230106;0.02253555
SALTO RS;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-07;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SALTO SANTIAGO;77.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-07;2678.765;;3340.803;;80.1833;2678.765;3340.803;0.40288984;0.33199092;0.18530359;0.16329065;0.0;0.0;0.01987744;0.01143843
SAMUEL;279.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-07;61.161;;257.288;;23.7714;61.161;257.288;0.10808389;0.1268534;0.0006972;0.00125742;0.0;0.0;0.00045384;0.00088092
SANTA BRANCA;122.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-07;142.847;;454.095;;31.4575;142.847;454.095;0.0515076;0.06010605;0.00162837;0.00221926;0.0;0.0;0.00105998;0.00155476
SANTA CLARA-PR;71.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-07;241.676;;373.966;;64.6251;241.676;373.966;0.03634839;0.03716272;0.01671794;0.01827859;0.0;0.0;0.00179333;0.00128041
SANTANA;181.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-07;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SANTONIO CM;193.0;Reservatório sem usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-07;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAO ROQUE;88.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-07;614.734;;801.912;;76.6585;614.734;801.912;0.11995739;0.11915021;0.04252423;0.03919559;0.0;0.0;0.00456156;0.00274563
SÃO SIMÃO;33.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-07;1594.081;;5014.801;;31.7875;1594.081;5014.801;0.05663055;0.06388205;0.01817155;0.02450843;0.0;0.0;0.01182868;0.01716997
SEGREDO;76.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-07;315.951;;447.497;;70.604;315.951;447.497;0.04751945;0.04446983;0.02185591;0.02187261;0.0;0.0;0.00234448;0.00153217
SERRA DA MESA;251.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-07;18930.664;5972.85;35277.664;6620.419;53.6619;24903.514;41898.083;0.92007892;0.8399674;0.21579801;0.17240968;0.70827838;0.43263937;0.18479342;0.14345308
SINOP;227.0;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2026-01-07;98.95;;900.655;;10.9864;98.95;900.655;0.17486472;0.44405938;0.00112797;0.0044017;0.0;0.0;0.00073425;0.00308371
SOBRADINHO;169.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-07;12940.588;;30100.282;;42.9916;12940.588;30100.282;0.52891317;0.5708681;0.53581832;0.58230931;0.0;0.0;0.09602402;0.10305909
TOCOS;180.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-07;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRÊS IRMÃOS;43.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-07;1752.578;;2328.579;;75.2638;1752.578;2328.579;0.26474768;0.23943651;0.01997832;0.01138028;0.0;0.0;0.01300479;0.00797272
TRÊS MARIAS;156.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-07;1174.288;8821.601;2345.606;16040.745;50.0633;9995.889;18386.351;0.40855619;0.34870707;0.01338617;0.01146349;0.36526744;0.31031852;0.07417325;0.06295225
TUCURUI;275.0;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2026-01-07;1983.314;;7721.097;;25.6869;1983.314;7721.097;0.07327502;0.15479156;0.2351873;0.50456785;0.0;0.0;0.01471693;0.02643594
A. VERMELHA;18.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-08;1253.869;;4340.282;;28.8891;1253.869;4340.282;0.07110646;0.0842259;0.01427986;0.02121191;0.0;0.0;0.00930188;0.01486051
ANTA;128.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-08;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B. BONITA;37.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-08;1732.049;;2713.786;;63.8241;1732.049;2713.786;0.26214029;0.27904549;0.01972567;0.01326287;0.0;0.0;0.01284928;0.00929162
BALBINA;277.0;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2026-01-08;371.69;;785.737;;47.3046;371.69;785.737;0.65679591;0.38740015;0.04400964;0.05134732;0.0;0.0;0.0027574;0.00269025
BARRA GRANDE;86.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-08;2131.374;;2991.427;;71.2494;2131.374;2991.427;0.41982751;0.44447414;0.14879194;0.14621397;0.0;0.0;0.01581169;0.01024222
BATALHA;20.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;1005.936;;2751.514;;36.5594;1005.936;2751.514;0.03566696;0.03505071;0.01145624;0.01344725;0.0;0.0;0.00746258;0.00942079
BILLINGS;118.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-08;1670.121;;2444.556;;68.32;1670.121;2444.556;0.25276768;0.25136187;0.0190204;0.01194708;0.0;0.0;0.01238986;0.00836981
BLANG;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-08;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOA ESPERANÇA;190.0;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2026-01-08;105.154;;264.178;;39.8042;105.154;264.178;1.0;1.0;0.00434156;0.00511069;0.0;0.0;0.00078009;0.00090451
C.BRANCO-1;27.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;1.978;;20.753;;9.5312;1.978;20.753;7.013e-05;0.00026437;2.253e-05;0.00010142;0.0;0.0;1.467e-05;7.106e-05
CACONDE;14.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-08;329.13;;853.4;;38.5669;329.13;853.4;0.01866484;0.01656076;0.00374834;0.00417075;0.0;0.0;0.00244167;0.00292192
CACU;311.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;29.027;;30.877;;94.0085;29.027;30.877;0.0010292;0.00039333;0.00033058;0.0001509;0.0;0.0;0.00021534;0.00010572
CAMARGOS;1.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-08;808.826;;1568.489;;51.5672;808.826;1568.489;0.04586823;0.03043752;0.00921142;0.00766555;0.0;0.0;0.00600031;0.00537028
CAMPOS NOVOS;90.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-08;190.218;;227.826;;83.4927;190.218;227.826;0.0374682;0.03385099;0.01327918;0.0111356;0.0;0.0;0.00141114;0.00078004
CAPIVARA;61.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-08;3512.58;;3889.672;;90.3053;3512.58;3889.672;0.43364013;0.32160692;0.04000349;0.01900968;0.0;0.0;0.02605823;0.01331768
CHAVANTES;49.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-08;1848.873;;3370.499;;54.8546;1848.873;3370.499;0.22824975;0.27868052;0.02105614;0.01647237;0.0;0.0;0.01371594;0.01154011
CORUMBA;30.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;696.756;;1531.054;;45.5083;696.756;1531.054;0.02470452;0.01950364;0.0079351;0.0074826;0.0;0.0;0.00516891;0.00524211
CORUMBA-3;203.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;137.334;;425.126;;32.3043;137.334;425.126;0.00486938;0.00541555;0.00156405;0.00207768;0.0;0.0;0.00101882;0.00145557
CORUMBA-4;29.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;505.455;;1415.959;;35.697;505.455;1415.959;0.01792166;0.01803748;0.00575644;0.0069201;0.0;0.0;0.00374974;0.00484804
CURUA-UNA;272.0;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2026-01-08;5.06;;28.109;;18.0014;5.06;28.109;0.00894129;0.01385888;0.00059913;0.0018369;0.0;0.0;3.754e-05;9.624e-05
DIVISA;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-08;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EDGARD SOUZA;107.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-08;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMBORCAÇÃO;24.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;9251.911;;21873.496;;42.2974;9251.911;21873.496;0.32804032;0.2786399;0.10536664;0.10690057;0.0;0.0;0.0686357;0.07489174
ERNESTINA;110.0;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-08;209.127;;200.552;;104.2757;209.127;200.552;0.09090328;0.06620289;0.01459923;0.00980251;0.0;0.0;0.00155142;0.00068666
ESPORA;290.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;27.665;;112.927;;24.4981;27.665;112.927;0.0009809;0.00143854;0.00031507;0.0005519;0.0;0.0;0.00020523;0.00038665
FUNIL;123.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-08;197.809;;813.622;;24.3121;197.809;813.622;0.07165077;0.10769465;0.00225277;0.00397635;0.0;0.0;0.00146745;0.00278573
FURNAS;6.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-08;10963.235;;35035.949;;31.2914;10963.235;35035.949;0.62172108;0.67989462;0.12485628;0.17122837;0.0;0.0;0.08133123;0.11995811
G. B. MUNHOZ;74.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-08;3347.038;;5880.363;;56.9189;3347.038;5880.363;0.50903717;0.58435864;0.23365785;0.28741842;0.0;0.0;0.02483014;0.02013353
G. P. SOUZA;115.0;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2026-01-08;220.777;;374.956;;58.8808;220.777;374.956;1.0;1.0;0.01541252;0.01832697;0.0;0.0;0.00163784;0.0012838
GARIBALDI;89.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-08;43.507;;101.775;;42.7482;43.507;101.775;0.00856979;0.015122;0.00303724;0.00497452;0.0;0.0;0.00032276;0.00034846
GOV JAYME CANET JR;57.0;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2026-01-08;151.188;264.146;261.737;451.213;57.7633;415.334;712.95;0.05127442;0.05894833;0.01055449;0.01279309;0.00300826;0.00220518;0.00308117;0.00244104
GUARAPIRANGA;117.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-08;219.213;;408.675;;53.6399;219.213;408.675;0.03317721;0.04202207;0.00249654;0.00199728;0.0;0.0;0.00162624;0.00139925
I. SOLTEIRA;34.0;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2026-01-08;2693.77;;3691.575;;72.9708;2693.77;3691.575;1.0;1.0;0.03067836;0.01804154;0.0;0.0;0.01998385;0.01263943
IRAPE;148.0;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-08;1143.181;612.784;1962.895;1004.893;58.2395;1755.965;2967.788;1.0;1.0;0.01301927;0.0095931;0.02530038;0.0194403;0.0130267;0.01016128
ITUMBIARA;31.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;5100.539;;15706.409;;32.4743;5100.539;15706.409;0.18084723;0.20007923;0.05808818;0.07676067;0.0;0.0;0.03783857;0.05377651
JAGUARI;120.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-08;430.223;;1213.775;;35.445;430.223;1213.775;0.15583623;0.16066069;0.00489965;0.00593198;0.0;0.0;0.00319163;0.00415579
JORDÃO;73.0;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2026-01-08;11.886;;20.306;;58.5344;11.886;20.306;0.00180769;0.0020179;0.00082977;0.00099251;0.0;0.0;8.818e-05;6.952e-05
JURUMIRIM;47.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-08;2323.432;;4121.37;;56.3752;2323.432;4121.37;0.2868357;0.34076424;0.02646072;0.02014204;0.0;0.0;0.01723648;0.01411099
LAJES;124.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-08;435.305;;512.183;;84.9901;435.305;512.183;0.15767704;0.06779484;0.00495753;0.00250315;0.0;0.0;0.00322933;0.00175364
LUIZ GONZAGA;172.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-08;1289.329;;3418.033;;37.7214;1289.329;3418.033;0.05254614;0.06482484;0.05323329;0.06612405;0.0;0.0;0.00956494;0.01170286
M. MORAES;7.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-08;3268.957;;4339.622;;75.3282;3268.957;4339.622;0.18538137;0.08421309;0.03722896;0.02120868;0.0;0.0;0.0242509;0.01485825
MACHADINHO;91.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-08;625.557;;890.994;;70.2089;625.557;890.994;0.12321912;0.13238625;0.04367035;0.04354971;0.0;0.0;0.00464072;0.00305064
MANSO;278.0;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2026-01-08;313.607;;555.798;;56.4246;313.607;555.798;1.0;1.0;0.00357156;0.00271631;0.0;0.0;0.00232651;0.00190297
MARIMBONDO;17.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-08;1009.67;;5393.697;;18.7194;1009.67;5393.697;0.05725802;0.10466808;0.01149876;0.02636018;0.0;0.0;0.00749028;0.01846725
MIRANDA;26.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;231.47;;269.778;;85.8002;231.47;269.778;0.00820711;0.00343662;0.00263613;0.00131846;0.0;0.0;0.00171717;0.00092368
NOVA PONTE;25.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;6612.154;;22766.333;;29.0436;6612.154;22766.333;0.23444379;0.29001349;0.07530341;0.11126406;0.0;0.0;0.04905255;0.07794869
PARAIBUNA;121.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-08;1553.646;;4561.222;;34.0621;1553.646;4561.222;0.56276474;0.60374377;0.01769391;0.02229169;0.0;0.0;0.01152579;0.01561698
PASSO FUNDO;93.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-08;1482.546;;1706.162;;86.8936;1482.546;1706.162;0.29202458;0.25350607;0.10349704;0.08339322;0.0;0.0;0.01099833;0.00584166
PASSO REAL;111.0;Reservatório com Usina;JACUI;SUL;S;SUL;;;2026-01-08;2091.417;;2828.801;;73.933;2091.417;2828.801;0.90909672;0.93379678;0.14600253;0.13826519;0.0;0.0;0.01551527;0.00968541
PEDRA DO CAVALO;189.0;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2026-01-08;239.223;;335.383;;71.3283;239.223;335.383;1.0;1.0;0.00987694;0.0064882;0.0;0.0;0.00177469;0.0011483
PEIXE ANGICAL;257.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-08;81.306;94.756;114.392;147.034;71.0766;176.062;261.426;0.00649735;0.00524104;0.00092596;0.00055906;0.0112195;0.00960856;0.00130612;0.00089509
PONTE NOVA;105.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-08;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORTO ESTRELA;135.0;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-08;10.236;;12.899;;79.355;10.236;12.899;1.0;1.0;0.00011657;6.304e-05;0.0;0.0;7.594e-05;4.416e-05
PROMISSÃO;40.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-08;1238.296;;1829.65;;67.6794;1238.296;1829.65;0.18741229;0.18813406;0.0141025;0.0089419;0.0;0.0;0.00918635;0.00626446
QUEBRA QUEIXO;95.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-08;6.978;;10.163;;68.6608;6.978;10.163;0.00137449;0.00151005;0.00048714;0.00049674;0.0;0.0;5.177e-05;3.48e-05
QUEIMADO;162.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-08;82.604;144.174;283.402;484.803;29.1473;226.778;768.205;0.00924226;0.01456942;0.00094075;0.00138505;0.0059526;0.00937883;0.00168236;0.00263022
RETIRO BAIXO;155.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-08;6.492;25.56;11.43;42.91;56.7979;32.052;54.34;0.00130627;0.00103059;7.394e-05;5.586e-05;0.00105531;0.00083012;0.00023778;0.00018605
RONDON II;276.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-08;26.127;;56.442;;46.29;26.127;56.442;0.04616779;0.02782819;0.00029755;0.00027584;0.0;0.0;0.00019382;0.00019325
S.DO FACÃO;21.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;3000.794;;6581.918;;45.5915;3000.794;6581.918;0.10639763;0.08384508;0.03417495;0.03216728;0.0;0.0;0.02226152;0.02253555
SALTO RS;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-08;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SALTO SANTIAGO;77.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-08;2659.467;;3340.803;;79.6056;2659.467;3340.803;0.40446734;0.33199092;0.18565829;0.16329065;0.0;0.0;0.01972937;0.01143843
SAMUEL;279.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-08;62.953;;257.288;;24.4679;62.953;257.288;0.11124128;0.1268534;0.00071695;0.00125742;0.0;0.0;0.00046702;0.00088092
SANTA BRANCA;122.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-08;143.756;;454.095;;31.6577;143.756;454.095;0.05207158;0.06010605;0.00163718;0.00221926;0.0;0.0;0.00106646;0.00155476
SANTA CLARA-PR;71.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-08;239.127;;373.966;;63.9435;239.127;373.966;0.03636784;0.03716272;0.01669354;0.01827859;0.0;0.0;0.00177397;0.00128041
SANTANA;181.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-08;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SANTONIO CM;193.0;Reservatório sem usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-08;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAO ROQUE;88.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-08;596.604;;801.912;;74.3977;596.604;801.912;0.11751611;0.11915021;0.04164913;0.03919559;0.0;0.0;0.00442593;0.00274563
SÃO SIMÃO;33.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-08;1602.56;;5014.801;;31.9566;1602.56;5014.801;0.05682116;0.06388205;0.01825097;0.02450843;0.0;0.0;0.01188866;0.01716997
SEGREDO;76.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-08;317.715;;447.497;;70.9982;317.715;447.497;0.04831996;0.04446983;0.02217979;0.02187261;0.0;0.0;0.00235698;0.00153217
SERRA DA MESA;251.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-08;18947.304;5975.528;35277.664;6620.419;53.7091;24922.832;41898.083;0.91974617;0.8399674;0.21578393;0.17240968;0.70752739;0.43263937;0.1848911;0.14345308
SINOP;227.0;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2026-01-08;100.085;;900.655;;11.1125;100.085;900.655;0.17685549;0.44405938;0.00113983;0.0044017;0.0;0.0;0.00074248;0.00308371
SOBRADINHO;169.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-08;12914.325;;30100.282;;42.9043;12914.325;30100.282;0.52631863;0.5708681;0.53320138;0.58230931;0.0;0.0;0.09580547;0.10305909
TOCOS;180.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-08;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRÊS IRMÃOS;43.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-08;1747.657;;2328.579;;75.0525;1747.657;2328.579;0.26450252;0.23943651;0.01990343;0.01138028;0.0;0.0;0.01296507;0.00797272
