nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual;ear_total_mwmes;ear_maxima_total_mwmes;val_contribearbacia;val_contribearmaxbacia;val_contribearsubsistema;val_contribearmaxsubsistema;val_contribearsubsistemajusante;val_contribearmaxsubsistemajusante;val_contribearsin;val_contribearmaxsin
SAMUEL;279.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-19;93.036;;257.288;;36.1603;93.036;257.288;0.15204594;0.1268534;0.00105106;0.00125742;0.0;0.0;0.00068774;0.00088092
SANTA BRANCA;122.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-19;155.224;;454.095;;34.1832;155.224;454.095;0.05728377;0.06010605;0.00175363;0.00221926;0.0;0.0;0.00114744;0.00155476
SANTA CLARA-PR;71.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-19;231.927;;373.966;;62.0182;231.927;373.966;0.03946826;0.03716272;0.01712354;0.01827859;0.0;0.0;0.00171444;0.00128041
SANTANA;181.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-19;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SANTONIO CM;193.0;Reservatório sem usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-19;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAO ROQUE;88.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-19;581.283;;801.912;;72.4871;581.283;801.912;0.1171122;0.11915021;0.04291705;0.03919559;0.0;0.0;0.00429693;0.00274563
SÃO SIMÃO;33.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-19;1568.649;;5014.801;;31.2804;1568.649;5014.801;0.05513108;0.06388205;0.01772163;0.02450843;0.0;0.0;0.01159568;0.01716997
SEGREDO;76.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-19;199.872;;447.497;;44.6644;199.872;447.497;0.03401329;0.04446983;0.01475687;0.02187261;0.0;0.0;0.00147748;0.00153217
SERRA DA MESA;251.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-19;18832.076;6001.288;35277.664;6620.419;53.3824;24833.364;41898.083;0.91798903;0.8399674;0.21275318;0.17240968;0.70137658;0.43263937;0.18357185;0.14345308
SINOP;227.0;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2026-01-19;117.913;;900.655;;13.0919;117.913;900.655;0.19270168;0.44405938;0.00133211;0.0044017;0.0;0.0;0.00087163;0.00308371
SOBRADINHO;169.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-19;13031.839;;30100.282;;43.2947;13031.839;30100.282;0.5212343;0.5708681;0.52842062;0.58230931;0.0;0.0;0.09633325;0.10305909
TOCOS;180.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-19;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRÊS IRMÃOS;43.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-19;1791.955;;2328.579;;76.9549;1791.955;2328.579;0.25347486;0.23943651;0.0202444;0.01138028;0.0;0.0;0.01324639;0.00797272
TRÊS MARIAS;156.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-19;1197.778;8978.926;2345.606;16040.745;51.0648;10176.704;18386.351;0.4070375;0.34870707;0.01353176;0.01146349;0.36408136;0.31031852;0.07522768;0.06295225
TUCURUI;275.0;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2026-01-19;2148.759;;7721.097;;27.8297;2148.759;7721.097;0.07943093;0.15479156;0.25112763;0.50456785;0.0;0.0;0.01588394;0.02643594
A. VERMELHA;18.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-20;1345.299;;4340.282;;30.9957;1345.299;4340.282;0.07368175;0.0842259;0.01512529;0.02121191;0.0;0.0;0.00990784;0.01486051
ANTA;128.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-20;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B. BONITA;37.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-20;2055.821;;2713.786;;75.7547;2055.821;2713.786;0.28744423;0.27904549;0.02311374;0.01326287;0.0;0.0;0.01514068;0.00929162
BALBINA;277.0;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2026-01-20;362.31;;785.737;;46.1108;362.31;785.737;0.58961473;0.38740015;0.04243591;0.05134732;0.0;0.0;0.00266833;0.00269025
BARRA GRANDE;86.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-20;2087.16;;2991.427;;69.7714;2087.16;2991.427;0.42246192;0.44447414;0.15512005;0.14621397;0.0;0.0;0.01537148;0.01024222
BATALHA;20.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;1091.932;;2751.514;;39.6848;1091.932;2751.514;0.0381307;0.03505071;0.01227667;0.01344725;0.0;0.0;0.00804184;0.00942079
BILLINGS;118.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-20;1757.88;;2444.556;;71.91;1757.88;2444.556;0.24578622;0.25136187;0.01976397;0.01194708;0.0;0.0;0.0129464;0.00836981
BLANG;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-20;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOA ESPERANÇA;190.0;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2026-01-20;104.736;;264.178;;39.646;104.736;264.178;1.0;1.0;0.00421563;0.00511069;0.0;0.0;0.00077136;0.00090451
C.BRANCO-1;27.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;5.119;;20.753;;24.6663;5.119;20.753;0.00017876;0.00026437;5.755e-05;0.00010142;0.0;0.0;3.77e-05;7.106e-05
CACONDE;14.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-20;390.533;;853.4;;45.762;390.533;853.4;0.02138941;0.01656076;0.00439079;0.00417075;0.0;0.0;0.00287619;0.00292192
CACU;311.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;25.816;;30.877;;83.6092;25.816;30.877;0.00090151;0.00039333;0.00029025;0.0001509;0.0;0.0;0.00019013;0.00010572
CAMARGOS;1.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-20;896.727;;1568.489;;57.1714;896.727;1568.489;0.04911355;0.03043752;0.01008197;0.00766555;0.0;0.0;0.0066042;0.00537028
CAMPOS NOVOS;90.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-20;155.178;;227.826;;68.1125;155.178;227.826;0.03140957;0.03385099;0.011533;0.0111356;0.0;0.0;0.00114285;0.00078004
CAPIVARA;61.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-20;3326.862;;3889.672;;85.5307;3326.862;3889.672;0.43173323;0.32160692;0.03740415;0.01900968;0.0;0.0;0.02450162;0.01331768
CHAVANTES;49.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-20;1687.103;;3370.499;;50.055;1687.103;3370.499;0.21893857;0.27868052;0.01896822;0.01647237;0.0;0.0;0.01242515;0.01154011
CORUMBA;30.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;700.149;;1531.054;;45.7299;700.149;1531.054;0.02444948;0.01950364;0.00787182;0.0074826;0.0;0.0;0.00515645;0.00524211
CORUMBA-3;203.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;141.348;;425.126;;33.2485;141.348;425.126;0.00493593;0.00541555;0.00158919;0.00207768;0.0;0.0;0.001041;0.00145557
CORUMBA-4;29.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;462.912;;1415.959;;32.6925;462.912;1415.959;0.01616507;0.01803748;0.00520455;0.0069201;0.0;0.0;0.00340925;0.00484804
CURUA-UNA;272.0;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2026-01-20;4.694;;28.109;;16.6993;4.694;28.109;0.0076389;0.01385888;0.00054979;0.0018369;0.0;0.0;3.457e-05;9.624e-05
DIVISA;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-20;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EDGARD SOUZA;107.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-20;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMBORCAÇÃO;24.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;9659.973;;21873.496;;44.1629;9659.973;21873.496;0.33733009;0.2786399;0.10860776;0.10690057;0.0;0.0;0.07114361;0.07489174
ERNESTINA;110.0;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-20;206.891;;200.552;;103.1608;206.891;200.552;0.08798679;0.06620289;0.01537637;0.00980251;0.0;0.0;0.00152371;0.00068666
ESPORA;290.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;29.68;;112.927;;26.2825;29.68;112.927;0.00103644;0.00143854;0.00033369;0.0005519;0.0;0.0;0.00021859;0.00038665
FUNIL;123.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-20;243.214;;813.622;;29.8928;243.214;813.622;0.08845538;0.10769465;0.00273447;0.00397635;0.0;0.0;0.00179122;0.00278573
FURNAS;6.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-20;11172.693;;35035.949;;31.8892;11172.693;35035.949;0.61192607;0.67989462;0.12561538;0.17122837;0.0;0.0;0.08228446;0.11995811
G. B. MUNHOZ;74.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-20;2980.966;;5880.363;;50.6936;2980.966;5880.363;0.51331394;0.58435864;0.22154871;0.28741842;0.0;0.0;0.02195417;0.02013353
G. P. SOUZA;115.0;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2026-01-20;227.969;;374.956;;60.7989;227.969;374.956;1.0;1.0;0.01694291;0.01832697;0.0;0.0;0.00167894;0.0012838
GARIBALDI;89.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-20;41.059;;101.775;;40.3429;41.059;101.775;0.00831075;0.015122;0.00305155;0.00497452;0.0;0.0;0.00030239;0.00034846
GOV JAYME CANET JR;57.0;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2026-01-20;128.007;224.149;261.737;451.213;48.9067;352.156;712.95;0.04569996;0.05894833;0.00951362;0.01279309;0.00252012;0.00220518;0.00259355;0.00244104
GUARAPIRANGA;117.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-20;270.829;;408.675;;66.27;270.829;408.675;0.03786722;0.04202207;0.00304495;0.00199728;0.0;0.0;0.0019946;0.00139925
I. SOLTEIRA;34.0;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2026-01-20;2662.585;;3691.575;;72.126;2662.585;3691.575;1.0;1.0;0.02993563;0.01804154;0.0;0.0;0.01960936;0.01263943
IRAPE;148.0;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-20;1177.073;629.565;1962.895;1004.893;59.9662;1806.638;2967.788;0.99999945;1.0;0.01323392;0.0095931;0.02534;0.0194403;0.0133055;0.01016128
ITUMBIARA;31.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;5347.183;;15706.409;;34.0446;5347.183;15706.409;0.18672575;0.20007923;0.06011876;0.07676067;0.0;0.0;0.03938084;0.05377651
JAGUARI;120.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-20;412.238;;1213.775;;33.9633;412.238;1213.775;0.14992833;0.16066069;0.00463482;0.00593198;0.0;0.0;0.00303604;0.00415579
JORDÃO;73.0;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2026-01-20;12.292;;20.306;;60.5338;12.292;20.306;0.00211665;0.0020179;0.00091356;0.00099251;0.0;0.0;9.053e-05;6.952e-05
JURUMIRIM;47.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-20;2339.707;;4121.37;;56.7701;2339.707;4121.37;0.30362824;0.34076424;0.02630549;0.02014204;0.0;0.0;0.01723143;0.01411099
LAJES;124.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-20;442.936;;512.183;;86.48;442.936;512.183;0.161093;0.06779484;0.00497996;0.00250315;0.0;0.0;0.00326213;0.00175364
LUIZ GONZAGA;172.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-20;1517.013;;3418.033;;44.3826;1517.013;3418.033;0.06020097;0.06482484;0.0610598;0.06612405;0.0;0.0;0.01117247;0.01170286
M. MORAES;7.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-20;3130.553;;4339.622;;72.1388;3130.553;4339.622;0.17145974;0.08421309;0.03519703;0.02120868;0.0;0.0;0.02305584;0.01485825
MACHADINHO;91.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-20;618.067;;890.994;;69.3683;618.067;890.994;0.1251029;0.13238625;0.04593543;0.04354971;0.0;0.0;0.00455193;0.00305064
MANSO;278.0;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2026-01-20;314.285;;555.798;;56.5466;314.285;555.798;1.0;1.0;0.00353353;0.00271631;0.0;0.0;0.00231464;0.00190297
MARIMBONDO;17.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-20;1322.435;;5393.697;;24.5182;1322.435;5393.697;0.07242949;0.10466808;0.01486823;0.02636018;0.0;0.0;0.00973945;0.01846725
MIRANDA;26.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;206.177;;269.778;;76.4247;206.177;269.778;0.00719978;0.00343662;0.00231806;0.00131846;0.0;0.0;0.00151845;0.00092368
NOVA PONTE;25.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;6482.661;;22766.333;;28.4748;6482.661;22766.333;0.22637709;0.29001349;0.07288502;0.11126406;0.0;0.0;0.04774339;0.07794869
PARAIBUNA;121.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-20;1492.729;;4561.222;;32.7265;1492.729;4561.222;0.54289603;0.60374377;0.01678286;0.02229169;0.0;0.0;0.01099363;0.01561698
PASSO FUNDO;93.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-20;1439.885;;1706.162;;84.3932;1439.885;1706.162;0.29144703;0.25350607;0.10701385;0.08339322;0.0;0.0;0.01060444;0.00584166
PASSO REAL;111.0;Reservatório com Usina;JACUI;SUL;S;SUL;;;2026-01-20;2144.496;;2828.801;;75.8094;2144.496;2828.801;0.91201321;0.93379678;0.15938133;0.13826519;0.0;0.0;0.01579375;0.00968541
PEDRA DO CAVALO;189.0;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2026-01-20;231.512;;335.383;;69.0291;231.512;335.383;1.0;1.0;0.00931836;0.0064882;0.0;0.0;0.00170504;0.0011483
PEIXE ANGICAL;257.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-20;35.888;42.256;114.392;147.034;31.3728;78.144;261.426;0.00289283;0.00524104;0.00040349;0.00055906;0.00494927;0.00960856;0.00057551;0.00089509
PONTE NOVA;105.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-20;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORTO ESTRELA;135.0;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-20;5.565;;12.899;;43.1429;5.565;12.899;1.0;1.0;6.257e-05;6.304e-05;0.0;0.0;4.099e-05;4.416e-05
PROMISSÃO;40.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-20;1260.579;;1829.65;;68.8973;1260.579;1829.65;0.17625375;0.18813406;0.01417278;0.0089419;0.0;0.0;0.00928389;0.00626446
QUEBRA QUEIXO;95.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-20;5.245;;10.163;;51.6088;5.245;10.163;0.00106164;0.00151005;0.00038981;0.00049674;0.0;0.0;3.863e-05;3.48e-05
QUEIMADO;162.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-20;101.181;175.902;283.402;484.803;35.7023;277.083;768.205;0.01099573;0.01456942;0.00113759;0.00138505;0.00708006;0.00937883;0.00204066;0.00263022
RETIRO BAIXO;155.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-20;7.055;27.73;11.43;42.91;61.7235;34.785;54.34;0.0013804;0.00103059;7.932e-05;5.586e-05;0.00111613;0.00083012;0.00025618;0.00018605
RONDON II;276.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-20;32.69;;56.442;;57.9179;32.69;56.442;0.05319893;0.02782819;0.00036754;0.00027584;0.0;0.0;0.00024075;0.00019325
S.DO FACÃO;21.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;2940.293;;6581.918;;44.6723;2940.293;6581.918;0.1026762;0.08384508;0.03305792;0.03216728;0.0;0.0;0.02165462;0.02253555
SALTO RS;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-20;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SALTO SANTIAGO;77.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-20;2401.245;;3340.803;;71.8763;2401.245;3340.803;0.41348762;0.33199092;0.1784632;0.16329065;0.0;0.0;0.01768465;0.01143843
SAMUEL;279.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-20;96.88;;257.288;;37.6543;96.88;257.288;0.15766022;0.1268534;0.00108923;0.00125742;0.0;0.0;0.0007135;0.00088092
SANTA BRANCA;122.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-20;158.45;;454.095;;34.8936;158.45;454.095;0.05762726;0.06010605;0.00178146;0.00221926;0.0;0.0;0.00116695;0.00155476
SANTA CLARA-PR;71.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-20;221.795;;373.966;;59.3089;221.795;373.966;0.03819247;0.03716272;0.01648405;0.01827859;0.0;0.0;0.00163347;0.00128041
SANTANA;181.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-20;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SANTONIO CM;193.0;Reservatório sem usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-20;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAO ROQUE;88.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-20;593.874;;801.912;;74.0573;593.874;801.912;0.120206;0.11915021;0.04413738;0.03919559;0.0;0.0;0.00437375;0.00274563
SÃO SIMÃO;33.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-20;1543.316;;5014.801;;30.7752;1543.316;5014.801;0.05389321;0.06388205;0.01735161;0.02450843;0.0;0.0;0.01136619;0.01716997
SEGREDO;76.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-20;190.998;;447.497;;42.6814;190.998;447.497;0.03288932;0.04446983;0.01419518;0.02187261;0.0;0.0;0.00140666;0.00153217
SERRA DA MESA;251.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-20;18806.289;5998.183;35277.664;6620.419;53.3093;24804.472;41898.083;0.91824234;0.8399674;0.21144044;0.17240968;0.70254293;0.43263937;0.18267955;0.14345308
SINOP;227.0;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2026-01-20;117.913;;900.655;;13.0919;117.913;900.655;0.19188883;0.44405938;0.0013257;0.0044017;0.0;0.0;0.0008684;0.00308371
SOBRADINHO;169.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-20;13086.659;;30100.282;;43.4769;13086.659;30100.282;0.51932949;0.5708681;0.52673827;0.58230931;0.0;0.0;0.0963804;0.10305909
TOCOS;180.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-20;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRÊS IRMÃOS;43.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-20;1806.96;;2328.579;;77.5993;1806.96;2328.579;0.25264857;0.23943651;0.02031578;0.01138028;0.0;0.0;0.01330787;0.00797272
TRÊS MARIAS;156.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-20;1212.014;9071.591;2345.606;16040.745;51.6717;10283.605;18386.351;0.40809341;0.34870707;0.01362676;0.01146349;0.36513171;0.31031852;0.07573652;0.06295225
TUCURUI;275.0;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2026-01-20;2130.375;;7721.097;;27.5916;2130.375;7721.097;0.07886483;0.15479156;0.24952221;0.50456785;0.0;0.0;0.01568975;0.02643594
A. VERMELHA;18.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-21;1349.197;;4340.282;;31.0855;1349.197;4340.282;0.07331168;0.0842259;0.0150924;0.02121191;0.0;0.0;0.00988774;0.01486051
ANTA;128.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-21;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B. BONITA;37.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-21;2073.49;;2713.786;;76.4058;2073.49;2713.786;0.2891485;0.27904549;0.0231945;0.01326287;0.0;0.0;0.0151958;0.00929162
BALBINA;277.0;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2026-01-21;362.31;;785.737;;46.1108;362.31;785.737;0.58834132;0.38740015;0.04234865;0.05134732;0.0;0.0;0.00265523;0.00269025
BARRA GRANDE;86.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-21;2068.708;;2991.427;;69.1546;2068.708;2991.427;0.42168178;0.44447414;0.15501533;0.14621397;0.0;0.0;0.01516075;0.01024222
BATALHA;20.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;1109.42;;2751.514;;40.3203;1109.42;2751.514;0.03841881;0.03505071;0.01241021;0.01344725;0.0;0.0;0.00813051;0.00942079
BILLINGS;118.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-21;1764.725;;2444.556;;72.19;1764.725;2444.556;0.24609118;0.25136187;0.01974058;0.01194708;0.0;0.0;0.01293298;0.00836981
BLANG;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-21;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOA ESPERANÇA;190.0;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2026-01-21;106.933;;264.178;;40.4776;106.933;264.178;1.0;1.0;0.00425094;0.00511069;0.0;0.0;0.00078367;0.00090451
C.BRANCO-1;27.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;3.407;;20.753;;16.4169;3.407;20.753;0.00011798;0.00026437;3.811e-05;0.00010142;0.0;0.0;2.497e-05;7.106e-05
CACONDE;14.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-21;396.226;;853.4;;46.4291;396.226;853.4;0.02152984;0.01656076;0.00443227;0.00417075;0.0;0.0;0.00290379;0.00292192
CACU;311.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;22.322;;30.877;;72.2933;22.322;30.877;0.000773;0.00039333;0.0002497;0.0001509;0.0;0.0;0.00016359;0.00010572
CAMARGOS;1.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-21;913.374;;1568.489;;58.2327;913.374;1568.489;0.04963025;0.03043752;0.01021719;0.00766555;0.0;0.0;0.00669376;0.00537028
CAMPOS NOVOS;90.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-21;153.773;;227.826;;67.4958;153.773;227.826;0.03134482;0.03385099;0.01152273;0.0111356;0.0;0.0;0.00112694;0.00078004
CAPIVARA;61.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-21;3307.797;;3889.672;;85.0405;3307.797;3889.672;0.4308665;0.32160692;0.03700171;0.01900968;0.0;0.0;0.02424155;0.01331768
CHAVANTES;49.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-21;1679.22;;3370.499;;49.8211;1679.22;3370.499;0.21873157;0.27868052;0.01878411;0.01647237;0.0;0.0;0.01230635;0.01154011
CORUMBA;30.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;745.409;;1531.054;;48.686;745.409;1531.054;0.02581324;0.01950364;0.0083383;0.0074826;0.0;0.0;0.00546281;0.00524211
CORUMBA-3;203.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;150.399;;425.126;;35.3775;150.399;425.126;0.00520826;0.00541555;0.00168239;0.00207768;0.0;0.0;0.00110222;0.00145557
CORUMBA-4;29.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;484.776;;1415.959;;34.2366;484.776;1415.959;0.01678762;0.01803748;0.00542281;0.0069201;0.0;0.0;0.00355273;0.00484804
CURUA-UNA;272.0;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2026-01-21;4.584;;28.109;;16.3079;4.584;28.109;0.00744378;0.01385888;0.0005358;0.0018369;0.0;0.0;3.359e-05;9.624e-05
DIVISA;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-21;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EDGARD SOUZA;107.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-21;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
