_id,MES_REFERENCIA,SUBMERCADO,PERIODO_COMERCIALIZACAO,DIA,HORA,PLD_HORA,DATA_COMPLETA,TIMESTAMP
97,202602,NORDESTE,97,5,0,543.01,2026-02-05,2026-02-05 00:00:00
98,202602,NORTE,97,5,0,543.0,2026-02-05,2026-02-05 00:00:00
99,202602,SUDESTE,97,5,0,543.0,2026-02-05,2026-02-05 00:00:00
100,202602,SUL,97,5,0,543.0,2026-02-05,2026-02-05 00:00:00
101,202602,NORDESTE,98,5,1,415.57,2026-02-05,2026-02-05 01:00:00
102,202602,NORTE,98,5,1,415.56,2026-02-05,2026-02-05 01:00:00
103,202602,SUDESTE,98,5,1,415.56,2026-02-05,2026-02-05 01:00:00
104,202602,SUL,98,5,1,415.56,2026-02-05,2026-02-05 01:00:00
105,202602,NORDESTE,99,5,2,400.13,2026-02-05,2026-02-05 02:00:00
106,202602,NORTE,99,5,2,400.12,2026-02-05,2026-02-05 02:00:00
107,202602,SUDESTE,99,5,2,400.13,2026-02-05,2026-02-05 02:00:00
108,202602,SUL,99,5,2,400.12,2026-02-05,2026-02-05 02:00:00
109,202602,NORDESTE,100,5,3,395.82,2026-02-05,2026-02-05 03:00:00
110,202602,NORTE,100,5,3,395.81,2026-02-05,2026-02-05 03:00:00
111,202602,SUDESTE,100,5,3,395.81,2026-02-05,2026-02-05 03:00:00
112,202602,SUL,100,5,3,395.81,2026-02-05,2026-02-05 03:00:00
113,202602,NORDESTE,101,5,4,398.72,2026-02-05,2026-02-05 04:00:00
114,202602,NORTE,101,5,4,398.71,2026-02-05,2026-02-05 04:00:00
115,202602,SUDESTE,101,5,4,398.72,2026-02-05,2026-02-05 04:00:00
116,202602,SUL,101,5,4,398.71,2026-02-05,2026-02-05 04:00:00
117,202602,NORDESTE,102,5,5,406.66,2026-02-05,2026-02-05 05:00:00
118,202602,NORTE,102,5,5,406.65,2026-02-05,2026-02-05 05:00:00
119,202602,SUDESTE,102,5,5,406.65,2026-02-05,2026-02-05 05:00:00
120,202602,SUL,102,5,5,406.64,2026-02-05,2026-02-05 05:00:00
121,202602,NORDESTE,103,5,6,398.31,2026-02-05,2026-02-05 06:00:00
122,202602,NORTE,103,5,6,398.31,2026-02-05,2026-02-05 06:00:00
123,202602,SUDESTE,103,5,6,398.31,2026-02-05,2026-02-05 06:00:00
124,202602,SUL,103,5,6,398.31,2026-02-05,2026-02-05 06:00:00
125,202602,NORDESTE,104,5,7,381.32,2026-02-05,2026-02-05 07:00:00
126,202602,NORTE,104,5,7,381.32,2026-02-05,2026-02-05 07:00:00
127,202602,SUDESTE,104,5,7,381.32,2026-02-05,2026-02-05 07:00:00
128,202602,SUL,104,5,7,381.32,2026-02-05,2026-02-05 07:00:00
129,202602,NORDESTE,105,5,8,379.79,2026-02-05,2026-02-05 08:00:00
130,202602,NORTE,105,5,8,379.8,2026-02-05,2026-02-05 08:00:00
131,202602,SUDESTE,105,5,8,379.8,2026-02-05,2026-02-05 08:00:00
132,202602,SUL,105,5,8,379.8,2026-02-05,2026-02-05 08:00:00
133,202602,NORDESTE,106,5,9,373.25,2026-02-05,2026-02-05 09:00:00
134,202602,NORTE,106,5,9,373.25,2026-02-05,2026-02-05 09:00:00
135,202602,SUDESTE,106,5,9,373.25,2026-02-05,2026-02-05 09:00:00
136,202602,SUL,106,5,9,373.26,2026-02-05,2026-02-05 09:00:00
137,202602,NORDESTE,107,5,10,369.54,2026-02-05,2026-02-05 10:00:00
138,202602,NORTE,107,5,10,369.54,2026-02-05,2026-02-05 10:00:00
139,202602,SUDESTE,107,5,10,369.54,2026-02-05,2026-02-05 10:00:00
140,202602,SUL,107,5,10,369.55,2026-02-05,2026-02-05 10:00:00
141,202602,NORDESTE,108,5,11,335.14,2026-02-05,2026-02-05 11:00:00
142,202602,NORTE,108,5,11,335.15,2026-02-05,2026-02-05 11:00:00
143,202602,SUDESTE,108,5,11,335.15,2026-02-05,2026-02-05 11:00:00
144,202602,SUL,108,5,11,368.45,2026-02-05,2026-02-05 11:00:00
145,202602,NORDESTE,109,5,12,350.92,2026-02-05,2026-02-05 12:00:00
146,202602,NORTE,109,5,12,350.92,2026-02-05,2026-02-05 12:00:00
147,202602,SUDESTE,109,5,12,350.92,2026-02-05,2026-02-05 12:00:00
148,202602,SUL,109,5,12,350.93,2026-02-05,2026-02-05 12:00:00
149,202602,NORDESTE,110,5,13,342.58,2026-02-05,2026-02-05 13:00:00
150,202602,NORTE,110,5,13,342.59,2026-02-05,2026-02-05 13:00:00
151,202602,SUDESTE,110,5,13,342.59,2026-02-05,2026-02-05 13:00:00
152,202602,SUL,110,5,13,372.22,2026-02-05,2026-02-05 13:00:00
153,202602,NORDESTE,111,5,14,363.81,2026-02-05,2026-02-05 14:00:00
154,202602,NORTE,111,5,14,363.82,2026-02-05,2026-02-05 14:00:00
155,202602,SUDESTE,111,5,14,363.82,2026-02-05,2026-02-05 14:00:00
156,202602,SUL,111,5,14,372.58,2026-02-05,2026-02-05 14:00:00
157,202602,NORDESTE,112,5,15,381.59,2026-02-05,2026-02-05 15:00:00
158,202602,NORTE,112,5,15,381.59,2026-02-05,2026-02-05 15:00:00
159,202602,SUDESTE,112,5,15,381.59,2026-02-05,2026-02-05 15:00:00
160,202602,SUL,112,5,15,381.59,2026-02-05,2026-02-05 15:00:00
161,202602,NORDESTE,113,5,16,479.69,2026-02-05,2026-02-05 16:00:00
162,202602,NORTE,113,5,16,479.68,2026-02-05,2026-02-05 16:00:00
163,202602,SUDESTE,113,5,16,479.68,2026-02-05,2026-02-05 16:00:00
164,202602,SUL,113,5,16,479.68,2026-02-05,2026-02-05 16:00:00
165,202602,NORDESTE,114,5,17,530.73,2026-02-05,2026-02-05 17:00:00
166,202602,NORTE,114,5,17,530.72,2026-02-05,2026-02-05 17:00:00
167,202602,SUDESTE,114,5,17,530.73,2026-02-05,2026-02-05 17:00:00
168,202602,SUL,114,5,17,530.73,2026-02-05,2026-02-05 17:00:00
169,202602,NORDESTE,115,5,18,588.81,2026-02-05,2026-02-05 18:00:00
170,202602,NORTE,115,5,18,588.8,2026-02-05,2026-02-05 18:00:00
171,202602,SUDESTE,115,5,18,588.81,2026-02-05,2026-02-05 18:00:00
172,202602,SUL,115,5,18,588.81,2026-02-05,2026-02-05 18:00:00
173,202602,NORDESTE,116,5,19,635.8,2026-02-05,2026-02-05 19:00:00
174,202602,NORTE,116,5,19,635.79,2026-02-05,2026-02-05 19:00:00
175,202602,SUDESTE,116,5,19,635.8,2026-02-05,2026-02-05 19:00:00
176,202602,SUL,116,5,19,635.8,2026-02-05,2026-02-05 19:00:00
177,202602,NORDESTE,117,5,20,637.87,2026-02-05,2026-02-05 20:00:00
178,202602,NORTE,117,5,20,637.86,2026-02-05,2026-02-05 20:00:00
179,202602,SUDESTE,117,5,20,637.87,2026-02-05,2026-02-05 20:00:00
180,202602,SUL,117,5,20,637.87,2026-02-05,2026-02-05 20:00:00
181,202602,NORDESTE,118,5,21,633.33,2026-02-05,2026-02-05 21:00:00
182,202602,NORTE,118,5,21,633.32,2026-02-05,2026-02-05 21:00:00
183,202602,SUDESTE,118,5,21,633.33,2026-02-05,2026-02-05 21:00:00
184,202602,SUL,118,5,21,633.33,2026-02-05,2026-02-05 21:00:00
185,202602,NORDESTE,119,5,22,603.32,2026-02-05,2026-02-05 22:00:00
186,202602,NORTE,119,5,22,603.31,2026-02-05,2026-02-05 22:00:00
187,202602,SUDESTE,119,5,22,603.31,2026-02-05,2026-02-05 22:00:00
188,202602,SUL,119,5,22,603.31,2026-02-05,2026-02-05 22:00:00
189,202602,NORDESTE,120,5,23,517.57,2026-02-05,2026-02-05 23:00:00
190,202602,NORTE,120,5,23,517.56,2026-02-05,2026-02-05 23:00:00
191,202602,SUDESTE,120,5,23,517.56,2026-02-05,2026-02-05 23:00:00
192,202602,SUL,120,5,23,517.56,2026-02-05,2026-02-05 23:00:00
193,202602,NORDESTE,73,4,0,445.78,2026-02-04,2026-02-04 00:00:00
194,202602,NORTE,73,4,0,445.77,2026-02-04,2026-02-04 00:00:00
195,202602,SUDESTE,73,4,0,445.78,2026-02-04,2026-02-04 00:00:00
196,202602,SUL,73,4,0,445.78,2026-02-04,2026-02-04 00:00:00
197,202602,NORDESTE,74,4,1,384.09,2026-02-04,2026-02-04 01:00:00
198,202602,NORTE,74,4,1,384.08,2026-02-04,2026-02-04 01:00:00
199,202602,SUDESTE,74,4,1,384.08,2026-02-04,2026-02-04 01:00:00
200,202602,SUL,74,4,1,384.08,2026-02-04,2026-02-04 01:00:00
201,202602,NORDESTE,75,4,2,372.66,2026-02-04,2026-02-04 02:00:00
202,202602,NORTE,75,4,2,372.65,2026-02-04,2026-02-04 02:00:00
203,202602,SUDESTE,75,4,2,372.66,2026-02-04,2026-02-04 02:00:00
204,202602,SUL,75,4,2,372.66,2026-02-04,2026-02-04 02:00:00
205,202602,NORDESTE,76,4,3,370.51,2026-02-04,2026-02-04 03:00:00
206,202602,NORTE,76,4,3,370.5,2026-02-04,2026-02-04 03:00:00
207,202602,SUDESTE,76,4,3,370.5,2026-02-04,2026-02-04 03:00:00
208,202602,SUL,76,4,3,370.5,2026-02-04,2026-02-04 03:00:00
209,202602,NORDESTE,77,4,4,370.23,2026-02-04,2026-02-04 04:00:00
210,202602,NORTE,77,4,4,370.22,2026-02-04,2026-02-04 04:00:00
211,202602,SUDESTE,77,4,4,370.22,2026-02-04,2026-02-04 04:00:00
212,202602,SUL,77,4,4,370.22,2026-02-04,2026-02-04 04:00:00
213,202602,NORDESTE,78,4,5,372.96,2026-02-04,2026-02-04 05:00:00
214,202602,NORTE,78,4,5,372.95,2026-02-04,2026-02-04 05:00:00
215,202602,SUDESTE,78,4,5,372.95,2026-02-04,2026-02-04 05:00:00
216,202602,SUL,78,4,5,372.95,2026-02-04,2026-02-04 05:00:00
217,202602,NORDESTE,79,4,6,368.07,2026-02-04,2026-02-04 06:00:00
218,202602,NORTE,79,4,6,368.06,2026-02-04,2026-02-04 06:00:00
219,202602,SUDESTE,79,4,6,368.08,2026-02-04,2026-02-04 06:00:00
220,202602,SUL,79,4,6,368.08,2026-02-04,2026-02-04 06:00:00
221,202602,NORDESTE,80,4,7,360.69,2026-02-04,2026-02-04 07:00:00
222,202602,NORTE,80,4,7,360.68,2026-02-04,2026-02-04 07:00:00
223,202602,SUDESTE,80,4,7,360.69,2026-02-04,2026-02-04 07:00:00
224,202602,SUL,80,4,7,360.7,2026-02-04,2026-02-04 07:00:00
225,202602,NORDESTE,81,4,8,360.99,2026-02-04,2026-02-04 08:00:00
226,202602,NORTE,81,4,8,360.98,2026-02-04,2026-02-04 08:00:00
227,202602,SUDESTE,81,4,8,360.99,2026-02-04,2026-02-04 08:00:00
228,202602,SUL,81,4,8,361.0,2026-02-04,2026-02-04 08:00:00
229,202602,NORDESTE,82,4,9,356.49,2026-02-04,2026-02-04 09:00:00
230,202602,NORTE,82,4,9,356.49,2026-02-04,2026-02-04 09:00:00
231,202602,SUDESTE,82,4,9,356.5,2026-02-04,2026-02-04 09:00:00
232,202602,SUL,82,4,9,356.51,2026-02-04,2026-02-04 09:00:00
233,202602,NORDESTE,83,4,10,354.9,2026-02-04,2026-02-04 10:00:00
234,202602,NORTE,83,4,10,354.9,2026-02-04,2026-02-04 10:00:00
235,202602,SUDESTE,83,4,10,354.9,2026-02-04,2026-02-04 10:00:00
236,202602,SUL,83,4,10,354.91,2026-02-04,2026-02-04 10:00:00
237,202602,NORDESTE,84,4,11,354.84,2026-02-04,2026-02-04 11:00:00
238,202602,NORTE,84,4,11,354.84,2026-02-04,2026-02-04 11:00:00
239,202602,SUDESTE,84,4,11,354.84,2026-02-04,2026-02-04 11:00:00
240,202602,SUL,84,4,11,354.85,2026-02-04,2026-02-04 11:00:00
241,202602,NORDESTE,85,4,12,350.18,2026-02-04,2026-02-04 12:00:00
242,202602,NORTE,85,4,12,350.19,2026-02-04,2026-02-04 12:00:00
243,202602,SUDESTE,85,4,12,350.19,2026-02-04,2026-02-04 12:00:00
244,202602,SUL,85,4,12,350.19,2026-02-04,2026-02-04 12:00:00
245,202602,NORDESTE,86,4,13,319.66,2026-02-04,2026-02-04 13:00:00
246,202602,NORTE,86,4,13,319.66,2026-02-04,2026-02-04 13:00:00
247,202602,SUDESTE,86,4,13,319.66,2026-02-04,2026-02-04 13:00:00
248,202602,SUL,86,4,13,365.24,2026-02-04,2026-02-04 13:00:00
249,202602,NORDESTE,87,4,14,363.83,2026-02-04,2026-02-04 14:00:00
250,202602,NORTE,87,4,14,363.83,2026-02-04,2026-02-04 14:00:00
251,202602,SUDESTE,87,4,14,363.84,2026-02-04,2026-02-04 14:00:00
252,202602,SUL,87,4,14,367.76,2026-02-04,2026-02-04 14:00:00
253,202602,NORDESTE,88,4,15,372.98,2026-02-04,2026-02-04 15:00:00
254,202602,NORTE,88,4,15,372.97,2026-02-04,2026-02-04 15:00:00
255,202602,SUDESTE,88,4,15,372.98,2026-02-04,2026-02-04 15:00:00
256,202602,SUL,88,4,15,372.99,2026-02-04,2026-02-04 15:00:00
257,202602,NORDESTE,89,4,16,392.22,2026-02-04,2026-02-04 16:00:00
258,202602,NORTE,89,4,16,392.21,2026-02-04,2026-02-04 16:00:00
259,202602,SUDESTE,89,4,16,392.23,2026-02-04,2026-02-04 16:00:00
260,202602,SUL,89,4,16,392.23,2026-02-04,2026-02-04 16:00:00
261,202602,NORDESTE,90,4,17,435.37,2026-02-04,2026-02-04 17:00:00
262,202602,NORTE,90,4,17,435.36,2026-02-04,2026-02-04 17:00:00
263,202602,SUDESTE,90,4,17,435.37,2026-02-04,2026-02-04 17:00:00
264,202602,SUL,90,4,17,435.37,2026-02-04,2026-02-04 17:00:00
265,202602,NORDESTE,91,4,18,582.86,2026-02-04,2026-02-04 18:00:00
266,202602,NORTE,91,4,18,582.86,2026-02-04,2026-02-04 18:00:00
267,202602,SUDESTE,91,4,18,582.86,2026-02-04,2026-02-04 18:00:00
268,202602,SUL,91,4,18,582.87,2026-02-04,2026-02-04 18:00:00
269,202602,NORDESTE,92,4,19,1199.88,2026-02-04,2026-02-04 19:00:00
270,202602,NORTE,92,4,19,1199.87,2026-02-04,2026-02-04 19:00:00
271,202602,SUDESTE,92,4,19,1199.88,2026-02-04,2026-02-04 19:00:00
272,202602,SUL,92,4,19,1199.89,2026-02-04,2026-02-04 19:00:00
273,202602,NORDESTE,93,4,20,1557.91,2026-02-04,2026-02-04 20:00:00
274,202602,NORTE,93,4,20,1557.9,2026-02-04,2026-02-04 20:00:00
275,202602,SUDESTE,93,4,20,1557.92,2026-02-04,2026-02-04 20:00:00
276,202602,SUL,93,4,20,1557.93,2026-02-04,2026-02-04 20:00:00
277,202602,NORDESTE,94,4,21,1521.4,2026-02-04,2026-02-04 21:00:00
278,202602,NORTE,94,4,21,1521.39,2026-02-04,2026-02-04 21:00:00
279,202602,SUDESTE,94,4,21,1521.4,2026-02-04,2026-02-04 21:00:00
280,202602,SUL,94,4,21,1521.4,2026-02-04,2026-02-04 21:00:00
281,202602,NORDESTE,95,4,22,879.49,2026-02-04,2026-02-04 22:00:00
282,202602,NORTE,95,4,22,879.48,2026-02-04,2026-02-04 22:00:00
283,202602,SUDESTE,95,4,22,879.49,2026-02-04,2026-02-04 22:00:00
284,202602,SUL,95,4,22,879.49,2026-02-04,2026-02-04 22:00:00
285,202602,NORDESTE,96,4,23,519.47,2026-02-04,2026-02-04 23:00:00
286,202602,NORTE,96,4,23,519.46,2026-02-04,2026-02-04 23:00:00
287,202602,SUDESTE,96,4,23,519.46,2026-02-04,2026-02-04 23:00:00
288,202602,SUL,96,4,23,519.46,2026-02-04,2026-02-04 23:00:00
289,202602,NORDESTE,49,3,0,495.56,2026-02-03,2026-02-03 00:00:00
290,202602,NORTE,49,3,0,495.55,2026-02-03,2026-02-03 00:00:00
291,202602,SUDESTE,49,3,0,495.56,2026-02-03,2026-02-03 00:00:00
292,202602,SUL,49,3,0,495.55,2026-02-03,2026-02-03 00:00:00
293,202602,NORDESTE,50,3,1,388.14,2026-02-03,2026-02-03 01:00:00
294,202602,NORTE,50,3,1,388.13,2026-02-03,2026-02-03 01:00:00
295,202602,SUDESTE,50,3,1,388.13,2026-02-03,2026-02-03 01:00:00
296,202602,SUL,50,3,1,388.12,2026-02-03,2026-02-03 01:00:00
297,202602,NORDESTE,51,3,2,377.17,2026-02-03,2026-02-03 02:00:00
298,202602,NORTE,51,3,2,377.16,2026-02-03,2026-02-03 02:00:00
299,202602,SUDESTE,51,3,2,377.17,2026-02-03,2026-02-03 02:00:00
300,202602,SUL,51,3,2,377.17,2026-02-03,2026-02-03 02:00:00
301,202602,NORDESTE,52,3,3,376.74,2026-02-03,2026-02-03 03:00:00
302,202602,NORTE,52,3,3,376.73,2026-02-03,2026-02-03 03:00:00
303,202602,SUDESTE,52,3,3,376.74,2026-02-03,2026-02-03 03:00:00
304,202602,SUL,52,3,3,376.74,2026-02-03,2026-02-03 03:00:00
305,202602,NORDESTE,53,3,4,376.7,2026-02-03,2026-02-03 04:00:00
306,202602,NORTE,53,3,4,376.69,2026-02-03,2026-02-03 04:00:00
307,202602,SUDESTE,53,3,4,376.69,2026-02-03,2026-02-03 04:00:00
308,202602,SUL,53,3,4,376.69,2026-02-03,2026-02-03 04:00:00
309,202602,NORDESTE,54,3,5,379.26,2026-02-03,2026-02-03 05:00:00
310,202602,NORTE,54,3,5,379.25,2026-02-03,2026-02-03 05:00:00
311,202602,SUDESTE,54,3,5,379.25,2026-02-03,2026-02-03 05:00:00
312,202602,SUL,54,3,5,379.24,2026-02-03,2026-02-03 05:00:00
313,202602,NORDESTE,55,3,6,376.86,2026-02-03,2026-02-03 06:00:00
314,202602,NORTE,55,3,6,376.85,2026-02-03,2026-02-03 06:00:00
315,202602,SUDESTE,55,3,6,376.86,2026-02-03,2026-02-03 06:00:00
316,202602,SUL,55,3,6,376.86,2026-02-03,2026-02-03 06:00:00
317,202602,NORDESTE,56,3,7,370.3,2026-02-03,2026-02-03 07:00:00
318,202602,NORTE,56,3,7,370.29,2026-02-03,2026-02-03 07:00:00
319,202602,SUDESTE,56,3,7,370.3,2026-02-03,2026-02-03 07:00:00
320,202602,SUL,56,3,7,370.31,2026-02-03,2026-02-03 07:00:00
321,202602,NORDESTE,57,3,8,369.2,2026-02-03,2026-02-03 08:00:00
322,202602,NORTE,57,3,8,369.2,2026-02-03,2026-02-03 08:00:00
323,202602,SUDESTE,57,3,8,369.21,2026-02-03,2026-02-03 08:00:00
324,202602,SUL,57,3,8,369.22,2026-02-03,2026-02-03 08:00:00
325,202602,NORDESTE,58,3,9,362.85,2026-02-03,2026-02-03 09:00:00
326,202602,NORTE,58,3,9,362.86,2026-02-03,2026-02-03 09:00:00
327,202602,SUDESTE,58,3,9,362.86,2026-02-03,2026-02-03 09:00:00
328,202602,SUL,58,3,9,362.87,2026-02-03,2026-02-03 09:00:00
329,202602,NORDESTE,59,3,10,362.08,2026-02-03,2026-02-03 10:00:00
330,202602,NORTE,59,3,10,362.09,2026-02-03,2026-02-03 10:00:00
331,202602,SUDESTE,59,3,10,362.09,2026-02-03,2026-02-03 10:00:00
332,202602,SUL,59,3,10,362.1,2026-02-03,2026-02-03 10:00:00
333,202602,NORDESTE,60,3,11,362.48,2026-02-03,2026-02-03 11:00:00
334,202602,NORTE,60,3,11,362.48,2026-02-03,2026-02-03 11:00:00
335,202602,SUDESTE,60,3,11,362.48,2026-02-03,2026-02-03 11:00:00
336,202602,SUL,60,3,11,362.49,2026-02-03,2026-02-03 11:00:00
337,202602,NORDESTE,61,3,12,355.35,2026-02-03,2026-02-03 12:00:00
338,202602,NORTE,61,3,12,355.36,2026-02-03,2026-02-03 12:00:00
339,202602,SUDESTE,61,3,12,355.36,2026-02-03,2026-02-03 12:00:00
340,202602,SUL,61,3,12,355.37,2026-02-03,2026-02-03 12:00:00
341,202602,NORDESTE,62,3,13,339.79,2026-02-03,2026-02-03 13:00:00
342,202602,NORTE,62,3,13,339.8,2026-02-03,2026-02-03 13:00:00
343,202602,SUDESTE,62,3,13,339.8,2026-02-03,2026-02-03 13:00:00
344,202602,SUL,62,3,13,370.81,2026-02-03,2026-02-03 13:00:00
345,202602,NORDESTE,63,3,14,359.5,2026-02-03,2026-02-03 14:00:00
346,202602,NORTE,63,3,14,359.5,2026-02-03,2026-02-03 14:00:00
347,202602,SUDESTE,63,3,14,359.51,2026-02-03,2026-02-03 14:00:00
348,202602,SUL,63,3,14,374.87,2026-02-03,2026-02-03 14:00:00
349,202602,NORDESTE,64,3,15,374.81,2026-02-03,2026-02-03 15:00:00
